"","key_pin","pi_ns","property_use","address","class","age","land_sqft","bldg_sqft","net_rentable_sf","investment_rating","adj_rent_sf","pgi","v_c","exp","noi","cap_rate","inc_mv_sf","adj_sale_comp_sf","market_value_sf","excess_land_value","market_value_with_excess_land","sheet_name","file_name"
"2383","06-26-111-013-0000","06-26-111-013-0000","Fast Food","111 E IRVING PARK STREAMWOOD","5-17","19","21830","3798",NA,"C","23","87354","0.05","0.15","70538.355","0.08","232.15625","420",NA,"79656",NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2384","06-21-409-008-0000","06-21-409-008-0000","Fast Food","520  SUTTON STREAMWOOD","5-17","14","46146","2976",NA,"C","23","68448","0.05","0.15","55271.76","0.08","232.15625","420",NA,"205452",NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2385","06-22-302-015-0000","06-22-302-015-0000","Fast Food","881 S SUTTON STREAMWOOD","5-17","7&16","29399","3361",NA,"C","23","77303","0.05","0.15","62422.1725","0.08","232.15625","420",NA,"191460",NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2386","06-25-401-011-0000","06-25-401-011-0000 06-25-401-065-0000","Fast Food","1660 W IRVING PARK HANOVER PARK","5-17","46","57782","3705",NA,"C","23","85215","0.05","0.15","68811.1125","0.08","232.15625","420",NA,"515544",NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2387","06-18-300-057-0000","06-18-300-057-0000","Fast Food","812 E CHICAGO ELGIN","5-17","19","27000","4745",NA,"C","20.7","98221.5","0.05","0.15","79313.86125","0.08","208.940625","378",NA,"48120",NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2388","06-19-107-001-0000","06-19-107-001-0000 06-19-107-002-0000","Fast Food","727  VILLA ELGIN","5-17","68","13570","753",NA,"D","22.77","17145.81","0.05","0.15","13845.241575","0.095","193.545","415.8",NA,"63348",NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2389","06-24-205-003-0000","06-24-205-003-0000","Fast Food","90 N BARRINGTON SCHAUMBURG","5-17","7","62683","4668",NA,"C","20.7","96627.6","0.05","0.15","78026.787","0.08","208.940625","378",NA,"396099",NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2390","06-22-302-016-0000","06-22-302-016-0000","Fast Food","971 W IRVING PARK STREAMWOOD","5-17","16","38269","5012",NA,"C","20.7","103748.4","0.05","0.15","83776.833","0.08","208.940625","378",NA,"218652",NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2391","06-27-201-021-0000","06-27-201-021-0000","Fast Food","91 W IRVING PARK STREAMWOOD","5-17","3","66025","5238",NA,"C","20.7","108426.6","0.05","0.15","87554.4795","0.08","208.940625","378",NA,"540876",NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2392","06-26-302-014-0000","06-26-302-014-0000","Fast Food","225 E LAKE BARTLETT","5-17","34","37181","2902",NA,"C","23","66746","0.05","0.15","53897.395","0.08","232.15625","420",NA,"306876",NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2393","06-25-301-038-0000","06-25-301-038-0000","Restaurant","1102 E IRVING PARK STREAMWOOD","5-17","46","39382","1886",NA,"C","18","33948","0.15","0.55","12985.11","0.09","76.5","230",NA,"361361.3",NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2394","06-25-202-009-0000","06-25-202-009-0000","Fast Food","1060 S BARRINGTON STREAMWOOD","5-17","19","33977","2448",NA,"C","23","56304","0.05","0.15","45465.48","0.08","232.15625","420",NA,"290220",NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2395","06-21-409-013-0000","06-21-409-013-0000","Fast Food","630  SUTTON STREAMWOOD","5-17","13","51637","4380",NA,"C","20.7","90666","0.05","0.15","73212.795","0.08","208.940625","378",NA,"204702",NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2396","06-23-309-001-0000","06-23-309-001-0000","Restaurant","560 S BARTLETT STREAMWOOD","5-17","45","14160","2500",NA,"C","18","45000","0.15","0.55","17212.5","0.09","76.5","230",NA,"49920",NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2397","06-18-300-061-0000","06-18-300-061-0000","Restaurant","816 E CHICAGO ELGIN","5-17","48","27000","2290",NA,"C","18","41220","0.15","0.55","15766.65","0.09","76.5","230",NA,"107040",NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2398","06-27-100-026-0000","06-27-100-026-0000","Restaurant","1041  SUTTON STREAMWOOD","5-17","16","44912","6072",NA,"C","21.384","129843.648","0.15","0.55","49665.19536","0.09","90.882","273.24",NA,"247488",NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2399","06-01-200-019-0000","06-01-200-019-0000","Restaurant","2250 N BARRINGTON HOFFMAN ESTATES","5-17","32","37459","4147",NA,"C","16.2","67181.4","0.15","0.55","25696.8855","0.09","68.85","207",NA,"250452",NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2400","06-01-200-018-0000","06-01-200-018-0000","Restaurant","2220 N BARRINGTON HOFFMAN ESTATES","5-17","31","58294","5941",NA,"C","16.2","96244.2","0.15","0.55","36813.4065","0.09","68.85","207",NA,"414360",NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2401","06-13-414-024-0000","06-13-414-024-0000","Restaurant","50 N BARRINGTON STREAMWOOD","5-17","7","51923","6181",NA,"C","19.44","120158.64","0.15","0.55","45960.6798","0.09","82.62","248.4",NA,"326388",NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2402","06-25-207-003-0000","06-25-207-003-0000","Restaurant","880 S BARRINGTON STREAMWOOD","5-17","26","32148","3861",NA,"C","27.72","107026.92","0.15","0.55","40937.7969","0.09","117.81","354.2",NA,"200448",NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2403","06-25-301-039-0000","06-25-301-039-0000","Restaurant","1156 E IRVING PARK STREAMWOOD","5-17","37","36739","2639",NA,"C","18","47502","0.15","0.55","18169.515","0.09","76.5","230",NA,"314196",NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2404","06-28-202-006-0000","06-28-202-006-0000 06-28-202-007-0000","Restaurant","1175  LAKE ELGIN","5-17","41","314676","22311",NA,"C","14.4","321278.4","0.15","0.55","122888.988","0.09","61.2","184",NA,"1352592",NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2405","06-19-116-004-0000","06-19-116-004-0000","Restaurant","895  VILLA ELGIN","5-17","72","13200","3000",NA,"C","9.72","29160","0.15","0.55","11153.7","0.09","41.31","124.2",NA,"7200",NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2406","06-25-207-002-0000","06-25-207-002-0000","Restaurant","948 S BARRINGTON STREAMWOOD","5-17","29","28742","7656",NA,"C","14.58","111624.48","0.15","0.55","42696.3636","0.09","61.965","186.3",NA,"0",NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2407","06-25-420-001-0000","06-25-420-001-0000","Restaurant","1801  IRVING PARK HANOVER PARK","5-17","43","13809","3493",NA,"C","9.72","33951.96","0.15","0.55","12986.6247","0.09","41.31","124.2",NA,"0",NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2408","06-25-411-017-0000","06-25-411-017-0000","Restaurant","1780 W IRVING PARK HANOVER PARK","5-17","50","14850","1500",NA,"C","14.4","21600","0.15","0.55","8262","0.09","61.2","184",NA,"106200",NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2409","06-23-106-139-0000","06-23-106-139-0000","Restaurant","533 S BARTLETT STREAMWOOD","5-17","45","102445","3205",NA,"C","10.8","34614","0.15","0.55","13239.855","0.09","45.9","138",NA,"1075500",NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2410","06-25-420-009-0000","06-25-420-009-0000","Restaurant","1921  IRVING PARK HANOVER PARK","5-17","34","21000","4570",NA,"C","16.2","74034","0.15","0.55","28318.005","0.09","68.85","207",NA,"32640",NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2411","06-25-411-018-0000","06-25-411-018-0000","Restaurant","7406  JENSEN HANOVER PARK","5-17","50","15300","3000",NA,"C","16.2","48600","0.15","0.55","18589.5","0.09","68.85","207",NA,"29700",NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2412","06-07-302-065-0000","06-07-302-065-0000","Restaurant","915  SUMMIT ELGIN","5-17","33","19855","1807",NA,"C","18","32526","0.15","0.55","12441.195","0.09","76.5","230",NA,"151524",NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2413","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2414","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2415","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2416","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2417","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2418","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2419","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2420","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2421","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2422","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2423","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2424","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2425","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2426","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2427","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2428","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2429","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2430","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2431","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2432","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2433","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2434","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2435","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2436","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2437","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2438","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2439","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2440","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2441","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2442","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2443","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2444","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2445","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2446","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2447","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2448","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2449","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2450","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2451","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2452","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2453","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2454","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2455","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2456","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2457","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2458","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2459","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2460","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2461","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2462","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2463","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2464","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2465","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2466","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2467","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2468","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2469","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2470","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2471","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2472","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2473","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2474","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2475","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2476","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2477","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2478","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2479","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2480","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2481","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2482","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2483","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2484","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2485","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2486","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2487","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2488","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2489","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2490","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2491","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2492","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2493","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2494","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2495","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2496","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2497","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2498","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2499","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2500","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2501","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2502","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2503","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2504","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2505","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2506","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2507","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2508","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2509","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
"2510","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-17s","2022.ICValuationModels.T18.Hanover.xlsx"
