keypin_concat,keypin,pins,has_range,pins2,pins3,check_me,Alea_added
09304000200000,09-30-400-020-0000,09-30-400-020-0000,0,09-30-400-020-0000,09-30-400-020-0000,0,0
09312000020000,09-31-200-002-0000,09-31-200-002-0000,0,09-31-200-002-0000,09-31-200-002-0000,0,0
09312000050000,09-31-200-005-0000,"09-31-200-005-0000, 09-31-200-011-0000",0,09-31-200-005-0000,09-31-200-005-0000,0,0
09312000050000,09-31-200-005-0000,"09-31-200-005-0000, 09-31-200-011-0000",0,09-31-200-011-0000,09-31-200-011-0000,0,0
09312000120000,09-31-200-012-0000,09-31-200-012-0000,0,09-31-200-012-0000,09-31-200-012-0000,0,0
09312000160000,09-31-200-016-0000,09-31-200-016-0000,0,09-31-200-016-0000,09-31-200-016-0000,0,0
09352060010000,09-35-206-001-0000,09-35-206-001-0000,0,09-35-206-001-0000,09-35-206-001-0000,0,0
10214021090000,10-21-402-109-0000,10-21-402-109-0000,0,10-21-402-109-0000,10-21-402-109-0000,0,0
10233230370000,10-23-323-037-0000,10-23-323-037-0000,0,10-23-323-037-0000,10-23-323-037-0000,0,0
10233310420000,10-23-331-042-0000,10-23-331-042-0000,0,10-23-331-042-0000,10-23-331-042-0000,0,0
10233320150000,10-23-332-015-0000,"10-23-332-015-0000, 10-23-332-040-0000",0,10-23-332-015-0000,10-23-332-015-0000,0,0
10233320150000,10-23-332-015-0000,"10-23-332-015-0000, 10-23-332-040-0000",0,10-23-332-040-0000,10-23-332-040-0000,0,0
10234060530000,10-23-406-053-0000,10-23-406-053-0000,0,10-23-406-053-0000,10-23-406-053-0000,0,0
10251040150000,10-25-104-015-0000,"10-25-104-014-0000, 10-25-104-015-0000",0,10-25-104-014-0000,10-25-104-014-0000,0,0
10251040150000,10-25-104-015-0000,"10-25-104-014-0000, 10-25-104-015-0000",0,10-25-104-015-0000,10-25-104-015-0000,0,0
10252030110000,10-25-203-011-0000,"10-25-203-011-0000, 10-25-206-007-0000, 10-25-206-008-0000",0,10-25-203-011-0000,10-25-203-011-0000,0,0
10252030110000,10-25-203-011-0000,"10-25-203-011-0000, 10-25-206-007-0000, 10-25-206-008-0000",0,10-25-206-007-0000,10-25-206-007-0000,0,0
10252030110000,10-25-203-011-0000,"10-25-203-011-0000, 10-25-206-007-0000, 10-25-206-008-0000",0,10-25-206-008-0000,10-25-206-008-0000,0,0
10263020180000,10-26-302-018-0000,10-26-302-018-0000,0,10-26-302-018-0000,10-26-302-018-0000,0,0
10263080270000,10-26-308-027-0000,10-26-308-027-0000,0,10-26-308-027-0000,10-26-308-027-0000,0,0
10263080430000,10-26-308-043-0000,10-26-308-043-0000,0,10-26-308-043-0000,10-26-308-043-0000,0,0
10263110030000,10-26-311-003-0000,10-26-311-003-0000,0,10-26-311-003-0000,10-26-311-003-0000,0,0
10264000260000,10-26-400-026-0000,10-26-400-026-0000,0,10-26-400-026-0000,10-26-400-026-0000,0,0
10264000500000,10-26-400-050-0000,"10-26-400-048-0000, 10-26-400-049-0000, 10-26-400-050-0000",0,10-26-400-048-0000,10-26-400-048-0000,0,0
10264000500000,10-26-400-050-0000,"10-26-400-048-0000, 10-26-400-049-0000, 10-26-400-050-0000",0,10-26-400-049-0000,10-26-400-049-0000,0,0
10264000500000,10-26-400-050-0000,"10-26-400-048-0000, 10-26-400-049-0000, 10-26-400-050-0000",0,10-26-400-050-0000,10-26-400-050-0000,0,0
10264010660000,10-26-401-066-0000,"10-26-401-066-0000, 10-26-401-067-0000, 10-26-401-068-0000, 10-26-401-069-0000",0,10-26-401-066-0000,10-26-401-066-0000,0,0
10264010660000,10-26-401-066-0000,"10-26-401-066-0000, 10-26-401-067-0000, 10-26-401-068-0000, 10-26-401-069-0000",0,10-26-401-067-0000,10-26-401-067-0000,0,0
10264010660000,10-26-401-066-0000,"10-26-401-066-0000, 10-26-401-067-0000, 10-26-401-068-0000, 10-26-401-069-0000",0,10-26-401-068-0000,10-26-401-068-0000,0,0
10264010660000,10-26-401-066-0000,"10-26-401-066-0000, 10-26-401-067-0000, 10-26-401-068-0000, 10-26-401-069-0000",0,10-26-401-069-0000,10-26-401-069-0000,0,0
10264020610000,10-26-402-061-0000,10-26-402-061-0000,0,10-26-402-061-0000,10-26-402-061-0000,0,0
10272050470000,10-27-205-047-0000,10-27-205-047-0000,0,10-27-205-047-0000,10-27-205-047-0000,0,0
10273070270000,10-27-307-027-0000,10-27-307-027-0000,0,10-27-307-027-0000,10-27-307-027-0000,0,0
10273071620000,10-27-307-162-0000,10-27-307-162-0000,0,10-27-307-162-0000,10-27-307-162-0000,0,0
10283090370000,10-28-309-037-0000,10-28-309-037-0000,0,10-28-309-037-0000,10-28-309-037-0000,0,0
10291020080000,10-29-102-008-0000,10-29-102-008-0000,0,10-29-102-008-0000,10-29-102-008-0000,0,0
10291020130000,10-29-102-013-0000,10-29-102-013-0000,0,10-29-102-013-0000,10-29-102-013-0000,0,0
10291020180000,10-29-102-018-0000,10-29-102-018-0000,0,10-29-102-018-0000,10-29-102-018-0000,0,0
10291020190000,10-29-102-019-0000,10-29-102-019-0000,0,10-29-102-019-0000,10-29-102-019-0000,0,0
10291050120000,10-29-105-012-0000,10-29-105-012-0000,0,10-29-105-012-0000,10-29-105-012-0000,0,0
10292090350000,10-29-209-035-0000,10-29-209-035-0000,0,10-29-209-035-0000,10-29-209-035-0000,0,0
10292100200000,10-29-210-020-0000,10-29-210-020-0000,0,10-29-210-020-0000,10-29-210-020-0000,0,0
10293000090000,10-29-300-009-0000,"10-29-300-009-0000, 10-29-300-011-0000",0,10-29-300-009-0000,10-29-300-009-0000,0,0
10293000090000,10-29-300-009-0000,"10-29-300-009-0000, 10-29-300-011-0000",0,10-29-300-011-0000,10-29-300-011-0000,0,0
10293010050000,10-29-301-005-0000,"10-29-301-005-0000, 10-29-301-015-0000, 10-29-301-027-0000, 10-29-301-028-0000, 10-29-301-029-0000",0,10-29-301-005-0000,10-29-301-005-0000,0,0
10293010050000,10-29-301-005-0000,"10-29-301-005-0000, 10-29-301-015-0000, 10-29-301-027-0000, 10-29-301-028-0000, 10-29-301-029-0000",0,10-29-301-015-0000,10-29-301-015-0000,0,0
10293010050000,10-29-301-005-0000,"10-29-301-005-0000, 10-29-301-015-0000, 10-29-301-027-0000, 10-29-301-028-0000, 10-29-301-029-0000",0,10-29-301-027-0000,10-29-301-027-0000,0,0
10293010050000,10-29-301-005-0000,"10-29-301-005-0000, 10-29-301-015-0000, 10-29-301-027-0000, 10-29-301-028-0000, 10-29-301-029-0000",0,10-29-301-028-0000,10-29-301-028-0000,0,0
10293010050000,10-29-301-005-0000,"10-29-301-005-0000, 10-29-301-015-0000, 10-29-301-027-0000, 10-29-301-028-0000, 10-29-301-029-0000",0,10-29-301-029-0000,10-29-301-029-0000,0,0
10293020380000,10-29-302-038-0000,10-29-302-038-0000,0,10-29-302-038-0000,10-29-302-038-0000,0,0
10294010310000,10-29-401-031-0000,10-29-401-031-0000,0,10-29-401-031-0000,10-29-401-031-0000,0,0
10294030350000,10-29-403-035-0000,10-29-403-035-0000,0,10-29-403-035-0000,10-29-403-035-0000,0,0
10302010370000,10-30-201-037-0000,10-30-201-037-0000,0,10-30-201-037-0000,10-30-201-037-0000,0,0
10304010070000,10-30-401-007-0000,"10-30-401-007-0000, 10-30-401-013-0000",0,10-30-401-007-0000,10-30-401-007-0000,0,0
10304010070000,10-30-401-007-0000,"10-30-401-007-0000, 10-30-401-013-0000",0,10-30-401-013-0000,10-30-401-013-0000,0,0
10304060120000,10-30-406-012-0000,10-30-406-012-0000,0,10-30-406-012-0000,10-30-406-012-0000,0,0
10351260410000,10-35-126-041-0000,10-35-126-041-0000,0,10-35-126-041-0000,10-35-126-041-0000,0,0
10352030090000,10-35-203-009-0000,10-35-203-009-0000,0,10-35-203-009-0000,10-35-203-009-0000,0,0
10353250330000,10-35-325-033-0000,10-35-325-033-0000,0,10-35-325-033-0000,10-35-325-033-0000,0,0
11302100160000,11-30-210-016-0000,"11-30-210-016-0000, 11-30-210-017-0000, 11-30-210-018-0000, 11-30-210-019-0000, 11-30-210-020-0000",0,11-30-210-016-0000,11-30-210-016-0000,0,0
11302100160000,11-30-210-016-0000,"11-30-210-016-0000, 11-30-210-017-0000, 11-30-210-018-0000, 11-30-210-019-0000, 11-30-210-020-0000",0,11-30-210-017-0000,11-30-210-017-0000,0,0
11302100160000,11-30-210-016-0000,"11-30-210-016-0000, 11-30-210-017-0000, 11-30-210-018-0000, 11-30-210-019-0000, 11-30-210-020-0000",0,11-30-210-018-0000,11-30-210-018-0000,0,0
11302100160000,11-30-210-016-0000,"11-30-210-016-0000, 11-30-210-017-0000, 11-30-210-018-0000, 11-30-210-019-0000, 11-30-210-020-0000",0,11-30-210-019-0000,11-30-210-019-0000,0,0
11302100160000,11-30-210-016-0000,"11-30-210-016-0000, 11-30-210-017-0000, 11-30-210-018-0000, 11-30-210-019-0000, 11-30-210-020-0000",0,11-30-210-020-0000,11-30-210-020-0000,0,0
12103000340000,12-10-300-034-0000,"12-10-300-029-0000, 12-10-300-034-0000",0,12-10-300-029-0000,12-10-300-029-0000,0,0
12103000340000,12-10-300-034-0000,"12-10-300-029-0000, 12-10-300-034-0000",0,12-10-300-034-0000,12-10-300-034-0000,0,0
12103000530000,12-10-300-053-0000,12-10-300-053-0000,0,12-10-300-053-0000,12-10-300-053-0000,0,0
12103020340000,12-10-302-034-0000,12-10-302-034-0000,0,12-10-302-034-0000,12-10-302-034-0000,0,0
12103020420000,12-10-302-042-0000,12-10-302-042-0000,0,12-10-302-042-0000,12-10-302-042-0000,0,0
12103020600000,12-10-302-060-0000,12-10-302-060-0000,0,12-10-302-060-0000,12-10-302-060-0000,0,0
12132030270000,12-13-203-027-0000,12-13-203-027-0000,0,12-13-203-027-0000,12-13-203-027-0000,0,0
12153150070000,12-15-315-007-0000,"12-15-315-007-0000, 12-15-315-008-0000",0,12-15-315-007-0000,12-15-315-007-0000,0,0
12153150070000,12-15-315-007-0000,"12-15-315-007-0000, 12-15-315-008-0000",0,12-15-315-008-0000,12-15-315-008-0000,0,0
12162130090000,12-16-213-009-0000,12-16-213-009-0000,0,12-16-213-009-0000,12-16-213-009-0000,0,0
12163070390000,12-16-307-039-0000,12-16-307-039-0000,0,12-16-307-039-0000,12-16-307-039-0000,0,0
12174010430000,12-17-401-043-0000,"12-17-401-043-0000, 12-17-401-051-0000",0,12-17-401-043-0000,12-17-401-043-0000,0,0
12174010430000,12-17-401-043-0000,"12-17-401-043-0000, 12-17-401-051-0000",0,12-17-401-051-0000,12-17-401-051-0000,0,0
12184000170000,12-18-400-017-0000,12-18-400-017-0000,0,12-18-400-017-0000,12-18-400-017-0000,0,0
12191000260000,12-19-100-026-0000,12-19-100-026-0000,0,12-19-100-026-0000,12-19-100-026-0000,0,0
12191000900000,12-19-100-090-0000,12-19-100-090-0000,0,12-19-100-090-0000,12-19-100-090-0000,0,0
12191001250000,12-19-100-125-0000,12-19-100-125-0000,0,12-19-100-125-0000,12-19-100-125-0000,0,0
12191001260000,12-19-100-126-0000,12-19-100-126-0000,0,12-19-100-126-0000,12-19-100-126-0000,0,0
12193000070000,12-19-300-007-0000,12-19-300-007-0000,0,12-19-300-007-0000,12-19-300-007-0000,0,0
12193000180000,12-19-300-018-0000,12-19-300-018-0000,0,12-19-300-018-0000,12-19-300-018-0000,0,0
12194000070000,12-19-400-007-0000,"12-19-400-007-0000, 12-19-400-022-0000",0,12-19-400-007-0000,12-19-400-007-0000,0,0
12194000070000,12-19-400-007-0000,"12-19-400-007-0000, 12-19-400-022-0000",0,12-19-400-022-0000,12-19-400-022-0000,0,0
12194000490000,12-19-400-049-0000,12-19-400-049-0000,0,12-19-400-049-0000,12-19-400-049-0000,0,0
12194001210000,12-19-400-121-0000,12-19-400-121-0000,0,12-19-400-121-0000,12-19-400-121-0000,0,0
12194001230000,12-19-400-123-0000,12-19-400-123-0000,0,12-19-400-123-0000,12-19-400-123-0000,0,0
12194001600000,12-19-400-160-0000,12-19-400-160-0000,0,12-19-400-160-0000,12-19-400-160-0000,0,0
12201010270000,12-20-101-027-0000,12-20-101-027-0000,0,12-20-101-027-0000,12-20-101-027-0000,0,0
12202000310000,12-20-200-031-0000,12-20-200-031-0000,0,12-20-200-031-0000,12-20-200-031-0000,0,0
12202000350000,12-20-200-035-0000,12-20-200-035-0000,0,12-20-200-035-0000,12-20-200-035-0000,0,0
12202010790000,12-20-201-079-0000,12-20-201-079-0000,0,12-20-201-079-0000,12-20-201-079-0000,0,0
12203000250000,12-20-300-025-0000,12-20-300-025-0000,0,12-20-300-025-0000,12-20-300-025-0000,0,0
12203000300000,12-20-300-030-0000,12-20-300-030-0000,0,12-20-300-030-0000,12-20-300-030-0000,0,0
12203000430000,12-20-300-043-0000,12-20-300-043-0000,0,12-20-300-043-0000,12-20-300-043-0000,0,0
12203000690000,12-20-300-069-0000,12-20-300-069-0000,0,12-20-300-069-0000,12-20-300-069-0000,0,0
12203000770000,12-20-300-077-0000,12-20-300-077-0000,0,12-20-300-077-0000,12-20-300-077-0000,0,0
12203000830000,12-20-300-083-0000,"12-20-300-083-0000, 12-20-300-084-0000",0,12-20-300-083-0000,12-20-300-083-0000,0,0
12203000830000,12-20-300-083-0000,"12-20-300-083-0000, 12-20-300-084-0000",0,12-20-300-084-0000,12-20-300-084-0000,0,0
12203010170000,12-20-301-017-0000,"12-20-301-011-0000, 12-20-301-017-0000, 12-20-301-023-0000, 12-20-301-024-0000, 12-20-301-025-0000, 12-20-301-030-0000, 12-20-301-032-0000, 12-20-301-035-0000, 12-20-301-039-0000",0,12-20-301-011-0000,12-20-301-011-0000,0,0
12203010170000,12-20-301-017-0000,"12-20-301-011-0000, 12-20-301-017-0000, 12-20-301-023-0000, 12-20-301-024-0000, 12-20-301-025-0000, 12-20-301-030-0000, 12-20-301-032-0000, 12-20-301-035-0000, 12-20-301-039-0000",0,12-20-301-017-0000,12-20-301-017-0000,0,0
12203010170000,12-20-301-017-0000,"12-20-301-011-0000, 12-20-301-017-0000, 12-20-301-023-0000, 12-20-301-024-0000, 12-20-301-025-0000, 12-20-301-030-0000, 12-20-301-032-0000, 12-20-301-035-0000, 12-20-301-039-0000",0,12-20-301-023-0000,12-20-301-023-0000,0,0
12203010170000,12-20-301-017-0000,"12-20-301-011-0000, 12-20-301-017-0000, 12-20-301-023-0000, 12-20-301-024-0000, 12-20-301-025-0000, 12-20-301-030-0000, 12-20-301-032-0000, 12-20-301-035-0000, 12-20-301-039-0000",0,12-20-301-024-0000,12-20-301-024-0000,0,0
12203010170000,12-20-301-017-0000,"12-20-301-011-0000, 12-20-301-017-0000, 12-20-301-023-0000, 12-20-301-024-0000, 12-20-301-025-0000, 12-20-301-030-0000, 12-20-301-032-0000, 12-20-301-035-0000, 12-20-301-039-0000",0,12-20-301-025-0000,12-20-301-025-0000,0,0
12203010170000,12-20-301-017-0000,"12-20-301-011-0000, 12-20-301-017-0000, 12-20-301-023-0000, 12-20-301-024-0000, 12-20-301-025-0000, 12-20-301-030-0000, 12-20-301-032-0000, 12-20-301-035-0000, 12-20-301-039-0000",0,12-20-301-030-0000,12-20-301-030-0000,0,0
12203010170000,12-20-301-017-0000,"12-20-301-011-0000, 12-20-301-017-0000, 12-20-301-023-0000, 12-20-301-024-0000, 12-20-301-025-0000, 12-20-301-030-0000, 12-20-301-032-0000, 12-20-301-035-0000, 12-20-301-039-0000",0,12-20-301-032-0000,12-20-301-032-0000,0,0
12203010170000,12-20-301-017-0000,"12-20-301-011-0000, 12-20-301-017-0000, 12-20-301-023-0000, 12-20-301-024-0000, 12-20-301-025-0000, 12-20-301-030-0000, 12-20-301-032-0000, 12-20-301-035-0000, 12-20-301-039-0000",0,12-20-301-035-0000,12-20-301-035-0000,0,0
12203010170000,12-20-301-017-0000,"12-20-301-011-0000, 12-20-301-017-0000, 12-20-301-023-0000, 12-20-301-024-0000, 12-20-301-025-0000, 12-20-301-030-0000, 12-20-301-032-0000, 12-20-301-035-0000, 12-20-301-039-0000",0,12-20-301-039-0000,12-20-301-039-0000,0,0
12204010240000,12-20-401-024-0000,12-20-401-024-0000,0,12-20-401-024-0000,12-20-401-024-0000,0,0
12204010250000,12-20-401-025-0000,12-20-401-025-0000,0,12-20-401-025-0000,12-20-401-025-0000,0,0
12212010070000,12-21-201-007-0000,12-21-201-007-0000,0,12-21-201-007-0000,12-21-201-007-0000,0,0
12212010220000,12-21-201-022-0000,12-21-201-022-0000,0,12-21-201-022-0000,12-21-201-022-0000,0,0
12212010240000,12-21-201-024-0000,12-21-201-024-0000,0,12-21-201-024-0000,12-21-201-024-0000,0,0
12212010250000,12-21-201-025-0000,12-21-201-025-0000,0,12-21-201-025-0000,12-21-201-025-0000,0,0
12213021260000,12-21-302-126-0000,"12-21-302-126-0000, 12-21-302-127-0000, 12-21-302-128-0000, 12-21-302-129-0000",0,12-21-302-126-0000,12-21-302-126-0000,0,0
12213021260000,12-21-302-126-0000,"12-21-302-126-0000, 12-21-302-127-0000, 12-21-302-128-0000, 12-21-302-129-0000",0,12-21-302-127-0000,12-21-302-127-0000,0,0
12213021260000,12-21-302-126-0000,"12-21-302-126-0000, 12-21-302-127-0000, 12-21-302-128-0000, 12-21-302-129-0000",0,12-21-302-128-0000,12-21-302-128-0000,0,0
12213021260000,12-21-302-126-0000,"12-21-302-126-0000, 12-21-302-127-0000, 12-21-302-128-0000, 12-21-302-129-0000",0,12-21-302-129-0000,12-21-302-129-0000,0,0
12213070210000,12-21-307-021-0000,12-21-307-021-0000,0,12-21-307-021-0000,12-21-307-021-0000,0,0
12213110430000,12-21-311-043-0000,"12-21-311-009-0000, 12-21-311-010-0000, 12-21-311-043-0000, 12-21-311-044-0000, 12-21-311-053-0000",0,12-21-311-009-0000,12-21-311-009-0000,0,0
12213110430000,12-21-311-043-0000,"12-21-311-009-0000, 12-21-311-010-0000, 12-21-311-043-0000, 12-21-311-044-0000, 12-21-311-053-0000",0,12-21-311-010-0000,12-21-311-010-0000,0,0
12213110430000,12-21-311-043-0000,"12-21-311-009-0000, 12-21-311-010-0000, 12-21-311-043-0000, 12-21-311-044-0000, 12-21-311-053-0000",0,12-21-311-043-0000,12-21-311-043-0000,0,0
12213110430000,12-21-311-043-0000,"12-21-311-009-0000, 12-21-311-010-0000, 12-21-311-043-0000, 12-21-311-044-0000, 12-21-311-053-0000",0,12-21-311-044-0000,12-21-311-044-0000,0,0
12213110430000,12-21-311-043-0000,"12-21-311-009-0000, 12-21-311-010-0000, 12-21-311-043-0000, 12-21-311-044-0000, 12-21-311-053-0000",0,12-21-311-053-0000,12-21-311-053-0000,0,0
12213160010000,12-21-316-001-0000,"12-21-316-001-0000, 12-21-316-002-0000, 12-21-316-003-0000, 12-21-316-004-0000",0,12-21-316-001-0000,12-21-316-001-0000,0,0
12213160010000,12-21-316-001-0000,"12-21-316-001-0000, 12-21-316-002-0000, 12-21-316-003-0000, 12-21-316-004-0000",0,12-21-316-002-0000,12-21-316-002-0000,0,0
12213160010000,12-21-316-001-0000,"12-21-316-001-0000, 12-21-316-002-0000, 12-21-316-003-0000, 12-21-316-004-0000",0,12-21-316-003-0000,12-21-316-003-0000,0,0
12213160010000,12-21-316-001-0000,"12-21-316-001-0000, 12-21-316-002-0000, 12-21-316-003-0000, 12-21-316-004-0000",0,12-21-316-004-0000,12-21-316-004-0000,0,0
12221000820000,12-22-100-082-0000,12-22-100-082-0000,0,12-22-100-082-0000,12-22-100-082-0000,0,0
12221001020000,12-22-100-102-0000,12-22-100-102-0000,0,12-22-100-102-0000,12-22-100-102-0000,0,0
12221001300000,12-22-100-130-0000,12-22-100-130-0000,0,12-22-100-130-0000,12-22-100-130-0000,0,0
12221001540000,12-22-100-154-0000,12-22-100-154-0000,0,12-22-100-154-0000,12-22-100-154-0000,0,0
12221001680000,12-22-100-168-0000,12-22-100-168-0000,0,12-22-100-168-0000,12-22-100-168-0000,0,0
12221001700000,12-22-100-170-0000,12-22-100-170-0000,0,12-22-100-170-0000,12-22-100-170-0000,0,0
12264170030000,12-26-417-003-0000,"12-26-417-003-0000, 12-26-417-004-0000",0,12-26-417-003-0000,12-26-417-003-0000,0,0
12264170030000,12-26-417-003-0000,"12-26-417-003-0000, 12-26-417-004-0000",0,12-26-417-004-0000,12-26-417-004-0000,0,0
12271231760000,12-27-123-176-0000,12-27-123-176-0000,0,12-27-123-176-0000,12-27-123-176-0000,0,0
12273000300000,12-27-300-030-0000,"12-27-300-030-0000, 12-27-300-033-0000, 12-27-300-045-0000",0,12-27-300-030-0000,12-27-300-030-0000,0,0
12273000300000,12-27-300-030-0000,"12-27-300-030-0000, 12-27-300-033-0000, 12-27-300-045-0000",0,12-27-300-033-0000,12-27-300-033-0000,0,0
12273000300000,12-27-300-030-0000,"12-27-300-030-0000, 12-27-300-033-0000, 12-27-300-045-0000",0,12-27-300-045-0000,12-27-300-045-0000,0,0
12273020050000,12-27-302-005-0000,"12-27-302-005-0000, 12-27-302-007-0000, 12-27-302-008-0000, 12-27-302-013-0000, 12-27-302-014-0000, 12-27-302-015-0000",0,12-27-302-005-0000,12-27-302-005-0000,0,0
12273020050000,12-27-302-005-0000,"12-27-302-005-0000, 12-27-302-007-0000, 12-27-302-008-0000, 12-27-302-013-0000, 12-27-302-014-0000, 12-27-302-015-0000",0,12-27-302-007-0000,12-27-302-007-0000,0,0
12273020050000,12-27-302-005-0000,"12-27-302-005-0000, 12-27-302-007-0000, 12-27-302-008-0000, 12-27-302-013-0000, 12-27-302-014-0000, 12-27-302-015-0000",0,12-27-302-008-0000,12-27-302-008-0000,0,0
12273020050000,12-27-302-005-0000,"12-27-302-005-0000, 12-27-302-007-0000, 12-27-302-008-0000, 12-27-302-013-0000, 12-27-302-014-0000, 12-27-302-015-0000",0,12-27-302-013-0000,12-27-302-013-0000,0,0
12273020050000,12-27-302-005-0000,"12-27-302-005-0000, 12-27-302-007-0000, 12-27-302-008-0000, 12-27-302-013-0000, 12-27-302-014-0000, 12-27-302-015-0000",0,12-27-302-014-0000,12-27-302-014-0000,0,0
12273020050000,12-27-302-005-0000,"12-27-302-005-0000, 12-27-302-007-0000, 12-27-302-008-0000, 12-27-302-013-0000, 12-27-302-014-0000, 12-27-302-015-0000",0,12-27-302-015-0000,12-27-302-015-0000,0,0
12292000470000,12-29-200-047-0000,12-29-200-047-0000,0,12-29-200-047-0000,12-29-200-047-0000,0,0
12292010160000,12-29-201-016-0000,12-29-201-016-0000,0,12-29-201-016-0000,12-29-201-016-0000,0,0
12292020200000,12-29-202-020-0000,12-29-202-020-0000,0,12-29-202-020-0000,12-29-202-020-0000,0,0
12292020230000,12-29-202-023-0000,"12-29-202-023-0000, 12-29-202-024-0000",0,12-29-202-023-0000,12-29-202-023-0000,0,0
12292020230000,12-29-202-023-0000,"12-29-202-023-0000, 12-29-202-024-0000",0,12-29-202-024-0000,12-29-202-024-0000,0,0
12301000200000,12-30-100-020-0000,12-30-100-020-0000,0,12-30-100-020-0000,12-30-100-020-0000,0,0
12301010110000,12-30-101-011-0000,12-30-101-011-0000,0,12-30-101-011-0000,12-30-101-011-0000,0,0
12301010120000,12-30-101-012-0000,12-30-101-012-0000,0,12-30-101-012-0000,12-30-101-012-0000,0,0
12301020020000,12-30-102-002-0000,12-30-102-002-0000,0,12-30-102-002-0000,12-30-102-002-0000,0,0
12303000130000,12-30-300-013-0000,12-30-300-013-0000,0,12-30-300-013-0000,12-30-300-013-0000,0,0
12303000140000,12-30-300-014-0000,12-30-300-014-0000,0,12-30-300-014-0000,12-30-300-014-0000,0,0
12311000090000,12-31-100-009-0000,12-31-100-009-0000,0,12-31-100-009-0000,12-31-100-009-0000,0,0
12311000100000,12-31-100-010-0000,12-31-100-010-0000,0,12-31-100-010-0000,12-31-100-010-0000,0,0
12311000110000,12-31-100-011-0000,12-31-100-011-0000,0,12-31-100-011-0000,12-31-100-011-0000,0,0
12312000200000,12-31-200-020-0000,"12-31-200-020-0000, 12-31-200-021-0000",0,12-31-200-020-0000,12-31-200-020-0000,0,0
12312000200000,12-31-200-020-0000,"12-31-200-020-0000, 12-31-200-021-0000",0,12-31-200-021-0000,12-31-200-021-0000,0,0
12312000230000,12-31-200-023-0000,12-31-200-023-0000,0,12-31-200-023-0000,12-31-200-023-0000,0,0
12312000240000,12-31-200-024-0000,12-31-200-024-0000,0,12-31-200-024-0000,12-31-200-024-0000,0,0
