"","key_pin","pi_ns","address","tax_district","classes","subclass2","land_total_sf","gba","market_value","x2025_partial_value","x2025_partial_value_reason","sheet_name","file_name","idph_number","bldg_sf","units_beds","revenue_bed_night","est_pgi","est_vacancy_percent","exp_percent","noi","cap_rate","final_mv_bed","impr_name","year_blt","units_keys","rev_key_night","occupancy","rev_par","total_rev","ebitda_noi","final_mv_key","investment_rating","adj_rent_sf","pgi","v_c","egi","percent_exp","l_b_ratio","excess_land_area","excess_land_value","final_mv_sf","studios","x1br","x2br","x3br","x4br","mobile_home_pads","comm_sf","adjusted_pgi","final_mv_unit","nbhd","town_region","land_total_val","model"
"1997","08-16-101-004-0000","08-16-101-004-0000","798 W ALGONQUIN ARLINGTON HEIGHTS","16017","5-17","86:RETAIL-RESTAURANTS","215927",NA,"4469000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"19142",NA,NA,NA,NA,NA,"182709.8454386","0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","21.6","413467.2","0.05","392793.84","0.534845440960583","4","139359","2438782.5","106.055239460987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998","08-16-200-014-0000","08-16-200-014-0000","2106 S ARLINGTON HEIGHTS ARLINGTON HEIGHTS","16017","5-17","89:RETAIL-FAST FOOD (FRANCHISE)","41244",NA,"1314000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"2980",NA,NA,NA,NA,NA,"62042.1379876029","0.0775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","50","149000","0.05","141550","0.561694539119726","4","29324","513170","268.638830862104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1999","08-16-200-024-0000","08-16-200-024-0000","1900 S ARLINGTON HEIGHTS ARLINGTON HEIGHTS","16017","5-17","76:RETAIL-SINGLE TENANT","11540",NA,"519000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"3391",NA,NA,NA,NA,NA,"42828.115135488","0.0825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","26.4","89522.4","0.05","85046.28","0.496414009695803","4","0","0","153.090141052476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","08-16-200-076-0000","08-16-200-075-0000 08-16-200-076-0000","511 W ALGONQUIN ARLINGTON HEIGHTS","16017","5-90 5-17","56:OFFICE-MULTITENANT","106678",NA,"2975000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"33096",NA,NA,NA,NA,NA,"282630.431445679","0.095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","19.36","640738.56","0.15","544627.776","0.481057625225346","4","0","0","89.891744413597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001","08-16-200-080-0000","08-16-200-080-0000","51 W SEEGERS ARLINGTON HEIGHTS","16017","5-17","57:OFFICE-SINGLETENANT","19450",NA,"707000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"7917",NA,NA,NA,NA,NA,"63635.8587937652","0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","18","142506","0.1","128255.4","0.503834857684236","4","0","0","89.3097256168375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002","08-16-200-082-0000","08-16-200-082-0000","59 W SEEGERS ARLINGTON HEIGHTS","16017","5-17","57:OFFICE-SINGLETENANT","42279",NA,"1030000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"9630",NA,NA,NA,NA,NA,"87273.7393748058","0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","19.8","190674","0.1","171606.6","0.491431335538343","4","3759","60144","100.696595563408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003","08-16-200-100-0000","08-16-200-100-0000","2002 S ARLINGTON HEIGHTS ARLINGTON HEIGHTS","16017","5-17","56:OFFICE-MULTITENANT","84209",NA,"1697000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"19952",NA,NA,NA,NA,NA,"154551.432050387","0.095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","18","359136","0.15","305265.6","0.493714876322824","4","4401","70416","81.5385514974821",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","08-16-200-116-0000","08-16-200-116-0000","415 W GOLF ARLINGTON HEIGHTS","16017","5-17","56:OFFICE-MULTITENANT","322431",NA,"6836000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"94320",NA,NA,NA,NA,NA,"649438.292388199","0.095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","16","1509120","0.15","1282752","0.493714847150347","4","0","0","72.4787166184767",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2005","08-16-201-018-0000","08-16-201-018-0000","31 E GOLF ARLINGTON HEIGHTS","16017","5-17","86:RETAIL-RESTAURANTS","35538",NA,"1002000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"6071",NA,NA,NA,NA,NA,"72434.3491057457","0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","27","163917","0.05","155721.15","0.534845786164913","4","11254","196945","132.568950943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","08-16-201-021-0000","08-16-201-021-0000","1935 S ARLINGTON HEIGHTS ARLINGTON HEIGHTS","16017","5-17","88:RETAIL-FAST FOOD","34919",NA,"996000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"3234",NA,NA,NA,NA,NA,"55020.1983288482","0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","38.5","124509","0.05","118283.55","0.534844884780275","4","21983","384702.5","189.033870435127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2007","08-16-201-023-0000","08-16-201-023-0000","9 E GOLF ARLINGTON HEIGHTS","16017","5-17","75:RETAIL-STRIP CENTER","57064",NA,"2302000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"15480",NA,NA,NA,NA,NA,"195633.077564197","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","28","433440","0.07","403099.2","0.514677584167378","4","0","0","148.679949509194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","08-16-201-024-0000","08-16-201-024-0000","1 E GOLF ARLINGTON HEIGHTS","16017","5-17","78:RETAIL-DRUG STORES/PHARMACIES","50094",NA,"2698000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"14689",NA,NA,NA,NA,NA,"188878.534903915","0.07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","30.24","444195.36","0.05","421985.592","0.552405251542533","4","0","0","183.692884766944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009","08-16-202-015-0000","08-16-202-015-0000","2101 S ARLINGTON HEIGHTS ARLINGTON HEIGHTS","16155","5-17","56:OFFICE-MULTITENANT","192920",NA,"5125000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"62715",NA,NA,NA,NA,NA,"486880.093737997","0.095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","17.6","1103784","0.15","938216.4","0.481057788226685","4","0","0","81.7197419803031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010","08-16-400-030-0000","08-16-400-030-0000","17 W ALGONQUIN ARLINGTON HEIGHTS","16017","5-17","87:RETAIL-RESTAURANTS (FRANCHISE)","41578",NA,"1075000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"4615",NA,NA,NA,NA,NA,"53660.2994999086","0.08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","28.512","131582.88","0.05","125003.736","0.57073043400952","4","23118","404565","145.342089653057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","08-16-401-019-0000","08-16-401-019-0000 08-16-401-023-0000","2373 S ARLINGTON HEIGHTS ARLINGTON HEIGHTS","16155","5-17 5-90","76:RETAIL-SINGLE TENANT","96655",NA,"2696000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"18176",NA,NA,NA,NA,NA,"187823.232254462","0.0825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","21.6","392601.6","0.05","372971.52","0.496414009695803","4","23951","419142.5","125.255569952026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","08-21-401-038-0000","08-21-401-038-0000","120 E HIGGINS ELK GROVE VILLAGE","16158","5-17","54:OFFICE-MEDICAL OFFICE BUILDINGS/SPACES","79553",NA,"2473000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"14457",NA,NA,NA,NA,NA,"188334.365023807","0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","28.314","409335.498","0.1","368401.9482","0.488780214263245","4","21725","380187.5","144.746770133505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013","08-21-401-039-0000","08-21-401-039-0000","390 E HIGGINS ELK GROVE VILLAGE","16158","5-17","56:OFFICE-MULTITENANT","36937",NA,"772000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"5616",NA,NA,NA,NA,NA,"49296.0940418304","0.095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","19.8","111196.8","0.15","94517.28","0.478443581514085","4","14473","253277.5","92.3978370854522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","08-22-101-011-0000","08-15-309-026-0000 08-22-101-011-0000","2635 S CLEARBROOK ARLINGTON HEIGHTS","16017","5-90 5-17","57:OFFICE-SINGLETENANT","137666",NA,"2275000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"11046",NA,NA,NA,NA,NA,"70119.0039636955","0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","14.58","161050.68","0.1","144945.612","0.516239208650928","4","93482","1495712","70.5323233786947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015","08-22-201-002-0000","08-22-201-002-0000","1790 W ALGONQUIN MOUNT PROSPECT","16048","5-17","89:RETAIL-FAST FOOD (FRANCHISE)","19952",NA,"663000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"1400",NA,NA,NA,NA,NA,"31930.7099590159","0.0775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","55","77000","0.05","73150","0.563489952713386","4","14352","251160","294.292257686782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","08-22-300-009-0000","08-22-300-009-0000","800 E HIGGINS ELK GROVE VILLAGE","16141","5-17","86:RETAIL-RESTAURANTS","58139",NA,"1295000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"6050",NA,NA,NA,NA,NA,"63127.310625078","0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","24.3","147015","0.05","139664.25","0.548006661510888","4","33939","593932.5","115.936291322457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017","08-22-300-012-0000","08-22-300-012-0000","840 E HIGGINS ELK GROVE VILLAGE","16141","5-17","75:RETAIL-STRIP CENTER","64301",NA,"1801000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"14053",NA,NA,NA,NA,NA,"141016.164782038","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","22.68","318722.04","0.07","296411.4972","0.524255414806365","4","8089","141557.5","118.054059867509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","08-22-300-031-0000","08-22-300-031-0000","700 E HIGGINS ELK GROVE VILLAGE","16151","5-17","89:RETAIL-FAST FOOD (FRANCHISE)","25928",NA,"788000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"1672",NA,NA,NA,NA,NA,"35008.894385357","0.0775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","50","83600","0.05","79420","0.559192969209809","4","19240","336700","270.172051129472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019","08-22-301-029-0000","08-22-301-029-0000","1000 E HIGGINS ELK GROVE VILLAGE","16141","5-17","75:RETAIL-STRIP CENTER","70523",NA,"2472000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"15580",NA,NA,NA,NA,NA,"197960.126640031","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","28","436240","0.07","405703.2","0.512056777861177","4","8203","143552.5","149.482841229352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","08-22-301-065-0000","08-22-301-065-0000","900 E HIGGINS ELK GROVE VILLAGE","16141","5-17","57:OFFICE-SINGLETENANT","55803",NA,"1204000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"4088",NA,NA,NA,NA,NA,"46242.1429543971","0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","24","98112","0.1","88300.8","0.476311166440201","4","39451","690392.5","125.685320054352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021","08-22-301-067-0000","08-22-301-067-0000","1050 E HIGGINS ELK GROVE VILLAGE","16141","5-17","87:RETAIL-RESTAURANTS (FRANCHISE)","66384",NA,"1772000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"5230",NA,NA,NA,NA,NA,"78099.3207705391","0.08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","35.2","184096","0.05","174891.2","0.553440534626447","4","45464","795620","186.661856526145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","08-22-400-045-0000","08-22-400-044-0000 08-22-400-045-0000","1170 E HIGGINS ELK GROVE VILLAGE","16141","5-90 5-17","77:RETAIL-MULTI TENANT","65093",NA,"1752000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"10960",NA,NA,NA,NA,NA,"113878.808090982","0.0825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","21.6","236736","0.05","224899.2","0.493645117052518","4","21253","371927.5","125.944269067665",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","08-22-400-049-0000","08-22-400-049-0000","1260 E HIGGINS ELK GROVE VILLAGE","16141","5-17","76:RETAIL-SINGLE TENANT","59171",NA,"1487000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"18842",NA,NA,NA,NA,NA,"122709.528682902","0.0825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","14.58","274716.36","0.05","260980.542","0.529813495893107","4","0","0","78.9400396167827",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024","08-22-402-015-0000","08-22-402-015-0000","1301 E HIGGINS ELK GROVE VILLAGE","16141","5-17","57:OFFICE-SINGLETENANT","42691",NA,"1030000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"9312",NA,NA,NA,NA,NA,"84831.6731107298","0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","19.8","184377.6","0.1","165939.84","0.488780553779431","4","5443","87088","101.221450351673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2025","08-22-402-047-0000","08-22-402-047-0000","180  CROSSEN ELK GROVE VILLAGE","16141","5-17","57:OFFICE-SINGLETENANT","18375",NA,"539000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"6007",NA,NA,NA,NA,NA,"48535.211002251","0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","18","108126","0.1","97313.4","0.501248430306094","4","0","0","89.7752825449032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2026","08-22-402-051-0000","08-22-402-051-0000","1375 E HIGGINS ELK GROVE VILLAGE","16151","5-17","57:OFFICE-SINGLETENANT","24467",NA,"596000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"5500",NA,NA,NA,NA,NA,"50104.5904975507","0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","19.8","108900","0.1","98010","0.4887808336134","4","2467","39472","101.221394944547",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2027","08-22-402-084-0000","08-22-402-084-0000","1201 E HIGGINS ELK GROVE VILLAGE","16151","5-17","75:RETAIL-STRIP CENTER","35579",NA,"1396000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"6700",NA,NA,NA,NA,NA,"105583.071481184","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","33.88","226996","0.07","211106.28","0.499858216055042","4","8779","153632.5","185.39608688531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2028","08-23-100-012-0000","08-23-100-012-0000","1640 E ALGONQUIN MOUNT PROSPECT","16159","5-17","75:RETAIL-STRIP CENTER","113226",NA,"4105000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"26445",NA,NA,NA,NA,NA,"337820.736059519","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","27.72","733055.4","0.07","681741.522","0.504473872929923","4","7446","130305","150.287827593126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2029","08-23-100-016-0000","08-23-100-016-0000","1501 W DEMPSTER MOUNT PROSPECT","16048","5-17","89:RETAIL-FAST FOOD (FRANCHISE)","48843",NA,"1641000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"4606",NA,NA,NA,NA,NA,"85951.5815879751","0.0775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","45","207270","0.05","196906.5","0.56349037950512","4","30419","532332.5","240.784339047176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2030","08-23-101-026-0000","08-23-101-026-0000","1623 W ALGONQUIN MOUNT PROSPECT","16160","5-17","75:RETAIL-STRIP CENTER","40302",NA,"1451000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"5650",NA,NA,NA,NA,NA,"97036.2581488164","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","37.268","210564.2","0.07","195824.706","0.504473872929923","4","17702","309785","202.053634875203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2031","08-23-201-024-0000","08-23-201-023-0000 08-23-201-024-0000 08-23-201-025-0000 08-23-201-033-0000 08-23-201-034-0000 08-23-201-035-0000 08-23-201-036-0000 08-23-201-037-0000 08-23-201-088-0000 08-23-201-089-0000","846  ELMHURST DES PLAINES","16042","5-90 5-17 5-17 5-17 5-17 5-17 5-17 5-17 5-17 5-17","75:RETAIL-STRIP CENTER","56676",NA,"2607000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"19824",NA,NA,NA,NA,NA,"221568.88081684","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","25.2","499564.8","0.07","464595.264","0.523092683060927","4","0","0","131.491763291578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2032","08-23-201-041-0000","08-23-201-041-0000","860  ELMHURST DES PLAINES","16042","5-17","89:RETAIL-FAST FOOD (FRANCHISE)","20752",NA,"958000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"2610",NA,NA,NA,NA,NA,"60269.2112403881","0.0775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","55","143550","0.05","136372.5","0.558054510693959","4","10312","180460","297.956797628912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2033","08-23-203-009-0000","08-23-203-009-0000","1796 S ELMHURST MOUNT PROSPECT","16081","5-17","88:RETAIL-FAST FOOD","64347",NA,"1709000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"6928",NA,NA,NA,NA,NA,"96074.8850578358","0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","31.5","218232","0.05","207320.4","0.536587402600826","4","36635","641112.5","154.084688635225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2034","08-23-203-017-0000","08-23-203-017-0000","1668  ELMHURST MOUNT PROSPECT","16048","5-17","77:RETAIL-MULTI TENANT","93654",NA,"2009000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"12740",NA,NA,NA,NA,NA,"104071.453913407","0.0825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","18","229320","0.05","217854","0.522288074061495","4","42694","747145","99.016653739981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2035","08-23-203-037-0000","08-23-203-037-0000","500 W ALGONQUIN MOUNT PROSPECT","16048","5-17","57:OFFICE-SINGLETENANT","113256",NA,"1953000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"22402",NA,NA,NA,NA,NA,"141673.199780457","0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","14.58","326621.16","0.1","293959.044","0.518051229679272","4","23648","378368","70.2681307127621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2036","08-23-300-042-0000","08-23-300-042-0000","101  BUSSE ELK GROVE VILLAGE","16137","5-17","86:RETAIL-RESTAURANTS","67856",NA,"1916000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"9600",NA,NA,NA,NA,NA,"130057.64787576","0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","29.403","282268.8","0.05","268155.36","0.514991429312621","4","29456","471296","150.529685041388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2037","08-23-401-036-0000","08-23-401-036-0000","1904 N ELMHURST MOUNT PROSPECT","16048","5-17","86:RETAIL-RESTAURANTS","26000",NA,"779000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"4309",NA,NA,NA,NA,NA,"56340.9619958725","0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","29.7","127977.3","0.05","121578.435","0.536587537124717","4","8764","153370","145.279807111401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2038","08-23-401-037-0000","08-23-401-037-0000","1900 N ELMHURST MOUNT PROSPECT","16048","5-17","86:RETAIL-RESTAURANTS","26000",NA,"635000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"2385",NA,NA,NA,NA,NA,"31184.3105964622","0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","29.7","70834.5","0.05","67292.775","0.536587537124718","4","16460","288050","145.279807111401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2039","08-23-402-014-0000","08-23-402-014-0000","2380 S ELMHURST MOUNT PROSPECT","16048","5-17","54:OFFICE-MEDICAL OFFICE BUILDINGS/SPACES","28669",NA,"784000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"3154",NA,NA,NA,NA,NA,"45246.2808491786","0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","31.46","99224.84","0.1","89302.356","0.493336090156696","4","16053","280927.5","159.396466036703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2040","08-23-101-024-0000","08-23-101-024-0000","1621 W ALGONQUIN MOUNT PROSPECT","16160","5-17","76:RETAIL-SINGLE TENANT","17400",NA,"484000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"4400",NA,NA,NA,NA,NA,"39936.68775629","0.0825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","20","88000","0.05","83600","0.522288423967823","4","0","0","110.018423571047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2041","08-24-100-012-0000","08-24-100-012-0000 08-24-100-020-0000","865  ELMHURST DES PLAINES","16042","5-17 5-90","76:RETAIL-SINGLE TENANT","27450",NA,"721000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"5600",NA,NA,NA,NA,NA,"52196.9890231451","0.0825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","19.8","110880","0.05","105336","0.504471509995205","4","5050","88375","112.980495721093",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2042","08-24-100-013-0000","08-24-100-013-0000","877  ELMHURST DES PLAINES","16042","5-17","89:RETAIL-FAST FOOD (FRANCHISE)","13300",NA,"535000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"1507",NA,NA,NA,NA,NA,"31635.5604664756","0.0775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","50","75350","0.05","71582.5","0.558054545922877","4","7272","127260","270.869794434365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2043","08-24-100-015-0000","08-24-100-015-0000","945  ELMHURST DES PLAINES","16042","5-17","89:RETAIL-FAST FOOD (FRANCHISE)","25900",NA,"962000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"2535",NA,NA,NA,NA,NA,"53215.7707746067","0.0775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","50","126750","0.05","120412.5","0.55805443143688","4","15760","275800","270.869864603203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2044","08-24-100-027-0000","08-24-100-027-0000","917  ELMHURST DES PLAINES","16042","5-17","76:RETAIL-SINGLE TENANT","7204",NA,"359000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"3228",NA,NA,NA,NA,NA,"29650.581991747","0.0825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","20","64560","0.05","61332","0.516556088310392","4","0","0","111.338597843667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2045","08-24-100-023-0000","08-24-100-017-0000 08-24-100-023-0000","947  ELMHURST DES PLAINES","16042","5-17 5-17","75:RETAIL-STRIP CENTER","74918",NA,"2846000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"21101",NA,NA,NA,NA,NA,"241888.874652789","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","25.2","531745.2","0.07","494523.036","0.510864293381898","4","0","0","134.863346121198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2046","08-24-100-033-0000","08-24-100-033-0000","849 S ELMHURST DES PLAINES","16042","5-17","75:RETAIL-STRIP CENTER","56050",NA,"1660000",NA,NA,"Comm517","Elk Grove 2025.T16.PublicModel.xlsx",NA,"8668",NA,NA,NA,NA,NA,"109301.041900216","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","27.72","240276.96","0.07","223457.5728","0.51086445390668","4","21378","374115","148.349632047851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
