agency_number,agency_name,recaptured_sp_ptab,recaptured_coe,year,total_recaptured
041050021,SCHOOL DISTRICT 152 1/2 BOND ESCROW ACCOUNT,-21421,-1665,2021,-23086
041060000,SCHOOL DISTRICT 153,-743031,-2190,2021,-745221
041060021,SCHOOL DISTRICT 153 BOND ESCROW ACCOUNT,0,-83,2021,-83
041070000,SCHOOL DISTRICT  154,-203495,0,2021,-203495
041080000,SCHOOL DISTRICT 154 1/2,-19500,0,2021,-19500
041090000,SCHOOL DISTRICT 155,-221800,-1529,2021,-223329
041100000,SCHOOL DISTRICT 156,-55697,-2566,2021,-58263
041110000,SCHOOL DISTRICT 157,-653483,-69175,2021,-722658
041120000,SCHOOL DISTRICT 158,-1190622,-3791,2021,-1194413
041130000,SCHOOL DISTRICT 159,-382235,-36149,2021,-418384
041130021,SCHOOL DISTRICT 159 BOND ESCROW ACCOUNT,-19075,-1677,2021,-20752
041140000,SCHOOL DISTRICT 160,-118363,-142049,2021,-260412
041150000,SCHOOL DISTRICT 161,-269847,-1078,2021,-270925
041160000,SCHOOL DISTRICT 162,-630422,-14415,2021,-644837
041170000,SCHOOL DISTRICT 163,-416753,-50403,2021,-467156
041180000,SCHOOL DISTRICT  167,-336536,0,2021,-336536
041190000,SCHOOL DISTRICT C C  168,-82686,0,2021,-82686
041200000,SCHOOL DISTRICT  169,-148376,0,2021,-148376
041200021,SCHOOL DISTRICT 169 ESCROW ACCOUNT,-41471,0,2021,-41471
041210000,SCHOOL DISTRICT  170,-438823,-5278,2021,-444101
041220000,SCHOOL DISTRICT  171,-24095,0,2021,-24095
041230000,SCHOOL DISTRICT  172,-151539,0,2021,-151539
041260000,SCHOOL DISTRICT C C  181,-135210,-13640,2021,-148850
041270000,SCHOOL DISTRICT  194,-205817,-22667,2021,-228484
042010000,HINSDALE TOWNSHIP HIGH SCHOOL  86,-76749,-8058,2021,-84807
042020000,CONSOLIDATED HIGH SCHOOL  200,-722583,-94918,2021,-817501
042030000,BERWYN CICERO STICKNEY HIGH SCHOOL 201,-1204936,-13640,2021,-1218576
042030021,HIGH SCHOOL 201-2000 &2004BOND ESCROW,0,-232,2021,-232
042030022,HIGH SCHOOL DISTRICT 201-2003 ESCROW,0,-1561,2021,-1561
042030023,HIGH SCHOOL 201-2005 BOND ESCROW ACCOUNT,-96532,-1556,2021,-98088
042040000,EVANSTON TOWNSHIP HIGH SCHOOL  202,-656630,-39219,2021,-695849
042050000,NEW TRIER TOWNSHIP HIGH SCHOOL  203,-997669,-111752,2021,-1109421
042060000,LYONS TOWNSHIP HIGH SCHOOL  204,-1211521,-60114,2021,-1271635
042070000,THORNTON TOWNSHIP HIGH SCHOOL  205,-2981213,-101386,2021,-3082599
042080000,BLOOM TOWNSHIP HIGH SCHOOL  206,-837864,-22467,2021,-860331
042090000,MAINE TOWNSHIP HIGH SCHOOL  207,-1569879,-88313,2021,-1658192
042100000,RIVERSIDE BROOKFIELD HIGH SCHOOL 208,-215729,-41534,2021,-257263
042110000,PROVISO TOWNSHIP HIGH SCHOOL 209,-1898609,-22382,2021,-1920991
042120000,LEMONT TOWNSHIP HIGH SCHOOL  210,-325576,-2215,2021,-327791
042130000,PALATINE TOWNSHIP HIGH SCHOOL  211,-4707882,-64702,2021,-4772584
042140000,COMMUNITY HIGH SCHOOL  212,-2052399,-18163,2021,-2070562
042150000,ARLINGTON HTS TWNSHP H S 214,-4277990,-191763,2021,-4469753
042160000,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,-1468680,-6523,2021,-1475203
042170000,COMMUNITY HIGH SCHOOL  217,-983548,-6969,2021,-990517
042180000,COMMUNITY HIGH SCHOOL  218,-3177525,-78697,2021,-3256222
042200000,COMMUNITY HIGH SCHOOL  219,-2861802,-124569,2021,-2986371
042210000,COMMUNITY HIGH SCHOOL  220,-1232914,-2447,2021,-1235361
042220000,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,-1831698,-411667,2021,-2243365
042230000,RICH TOWNSHIP HIGH SCHOOL  227,-1163932,-209807,2021,-1373739
042240000,COMMUNITY HIGH SCHOOL  228,-1241824,-18289,2021,-1260113
042250000,COMMUNITY HIGH SCHOOL  229,-752682,-44194,2021,-796876
042260000,CONSOLIDATED HIGH SCHOOL  230,-2581499,-51720,2021,-2633219
042270000,COMMUNITY HIGH SCHOOL  231,-409078,-18816,2021,-427894
042290000,HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233,-975104,-3342,2021,-978446
042300000,COMMUNITY HIGH SCHOOL  234,-262637,-939,2021,-263576
043010000,DUPAGE COMMUNITY COLLEGE DISTRICT 502,-161532,-8296,2021,-169828
043020000,TRITON COMM COLL DISTR 504,-562075,-18482,2021,-580557
043030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,-2035517,-96768,2021,-2132285
043040000,ELGIN COMMUNITY COLLEGE DISTRICT 509,-194654,-3786,2021,-198440
043050000,SOUTH SUBURBAN COLLEGE DISTRICT 510,-598168,-12607,2021,-610775
043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,-1507396,-50381,2021,-1557777
043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,-284628,-18945,2021,-303573
043080000,MORAINE VALLEY COMM COLL DISTR 524,-1127258,-24765,2021,-1152023
043090000,JOLIET COMMUNITY COLLEGE DISTRICT 525,-47592,-317,2021,-47909
043100000,MORTON COMMUNITY COLLEGE DIST 527,-265910,-3481,2021,-269391
043110000,OAKTON COMMUNITY COLLEGE DISTRICT 535,-737575,-79039,2021,-816614
044010000,SCHOOL DISTRICT 46,-1825434,-45102,2021,-1870536
044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,-1330589,-104663,2021,-1435252
044030010,LAKE CO TAX OBJ CT ORD-220,-16283,-1541,2021,-17824
044060000,BOARD OF EDUCATION,-38743755,-184614,2021,-38928369
044060001,CHGO SCHOOL FINANCE AUTHORITY,0,-790,2021,-790
044060021,CHICAGO FINANCE AUTHORITY ESCROW ACCOUNT,0,-698,2021,-698
044060022,BOARD OF EDUCATION-ED FUND 2015,0,-71138,2021,-71138
044060023,BOARD OF EDUCATION - CAPITAL IMP FUND (406),-214302,-11847,2021,-226149
044060024,BOARD OF EDUCATION - ED FUND 2016,0,-340411,2021,-340411
044060025,BOARD OF ED - TEACHER PENSION (FUND 407),-6428670,-200574,2021,-6629244
044060026,BOARD OF EDUCATION - ED FUND 2017,0,-239089,2021,-239089
044060027,BOARD OF EDUCATION - ED FUND 2018,0,-176282,2021,-176282
044060028,BOARD OF EDUCATION - CAPITAL IMP BOND,-517037,-12540,2021,-529577
044060029,BOARD OF EDUCATION - ED FUND 2019,0,-303563,2021,-303563
044060030,BOARD OF EDUCATION - ED FUND 2020,-1975875,-144897,2021,-2120772
044060090,BOARD OF EDUCATION ED FUND (052),0,-413726,2021,-413726
044060091,BOARD OF EDUCATION - TIF RPM1,-786019,-25094,2021,-811113
044070000,SCHOOL DISTRICT UNIT  300,-302609,0,2021,-302609
044080000,SCHOOL DISTRICT UNIT  401,-101912,-2501,2021,-104413
044080021,SCHOOL DISTRICT 401 ESCROW ACCOUNT,-10272,-273,2021,-10545
050010000,ALSIP PARK DISTRICT,-165066,-5821,2021,-170887
050020000,ARLINGTON HEIGHTS PARK DISTRICT,-208202,-36936,2021,-245138
050030000,BARRINGTON HILLS PARK DISTRICT,-2653,0,2021,-2653
050040000,BARRINGTON PARK DISTRICT,-62061,-1193,2021,-63254
050050000,BARTLETT PARK DISTRICT,-40653,-1462,2021,-42115
050060000,BEDFORD PARK PARK DISTRICT,-96785,0,2021,-96785
050070000,BENSENVILLE PARK DISTRICT,-2876,0,2021,-2876
050080000,BERKELEY PARK DISTRICT,-3643,0,2021,-3643
050090000,BERWYN PARK DISTRICT,-40212,-931,2021,-41143
050100000,BLUE ISLAND PARK DISTRICT,-48640,-2232,2021,-50872
050110000,BRIDGEVIEW PARK DISTRICT,-56445,-193,2021,-56638
050120000,BROADVIEW PARK DISTRICT,-39971,-25,2021,-39996
050130000,BUFFALO GROVE PARK DISTRICT,-27569,0,2021,-27569
050140000,BURBANK PARK DISTRICT,-58723,-329,2021,-59052
050150000,BURR RIDGE PARK DISTRICT,-3366,-454,2021,-3820
050160000,CALUMET MEMORIAL PARK DIST,-147751,-7480,2021,-155231
050160021,CALUMET MEMORIAL PARK DISTRICT BOND ESCROW,-4,0,2021,-4
050180000,CENTRAL STICKNEY PARK DISTRICT,-24250,0,2021,-24250
050180021,CENTRAL STICKNEY PARK DISTRICT - 2015 BOND,-5653,0,2021,-5653
050190000,CHICAGO HEIGHTS PARK DISTRICT,-99130,-4651,2021,-103781
050200000,CHICAGO PARK DISTRICT,-4501799,-206322,2021,-4708121
050200001,CHICAGO PARK DIST. AQUARIUM & MUSEUM BONDS,0,-3614,2021,-3614
050210000,CHICAGO RIDGE PARK DISTRICT,-87113,-110,2021,-87223
050220000,CLYDE PARK DISTRICT,-89725,-708,2021,-90433
050230000,COMMUNITY PARK DIST OF LAGRANGE PARK,-12090,0,2021,-12090
050240000,COUNTRY CLUB HILLS PARK DISTRICT,-17523,-16769,2021,-34292
050270000,DEERFIELD PARK DISTRICT,-8861,0,2021,-8861
050280000,DES PLAINES PARK DISTRICT,-130717,-6015,2021,-136732
050300000,DOLTON PARK DISTRICT,-36787,-960,2021,-37747
050300021,DOLTON PARK DISTRICT ESCROW ACCOUNT,-6795,-176,2021,-6971
050310000,DUNDEE TOWNSHIP PARK DISTRICT,-1067,0,2021,-1067
050320000,ELK GROVE PARK DISTRICT,-344981,-1624,2021,-346605
050345000,FORD HEIGHTS PARK DISTRICT,-640,0,2021,-640
050350000,FOREST PARK PARK DISTRICT,-94194,-911,2021,-95105
050360000,FOREST VIEW PARK DISTRICT,-6920,0,2021,-6920
050380000,FRANKFORT SQUARE PARK DISTRICT,-122,0,2021,-122
050390000,GLENCOE PARK DISTRICT,-65611,-4449,2021,-70060
050400000,GLENVIEW PARK DISTRICT,-235183,-107297,2021,-342480
050410000,GOLF MAINE PARK DISTRICT,-7089,0,2021,-7089
050420000,HANOVER PARK PARK DISTRICT,-17327,-2084,2021,-19411
050430000,HARVEY PARK DISTRICT,-34527,-2245,2021,-36772
050430023,HARVEY PARK DISTRICT ESCROW,-31664,-1988,2021,-33652
050440000,HAWTHORNE PARK DISTRICT,0,-87,2021,-87
050450000,HAZELCREST PARK DISTRICT,-21578,0,2021,-21578
050450021,HAZELCREST PARK DISTRICT,-14236,0,2021,-14236
050460000,HICKORY HILLS PARK DISTRICT,-52839,-182,2021,-53021
050470000,HODGKINS PARK DISTRICT,-37722,-249,2021,-37971
050470021,HODGKINS PARK DISTRICT - ESCROW,-18937,-33,2021,-18970
050480000,HOFFMAN ESTATES PARK DISTRICT,-142369,-7134,2021,-149503
050490000,HOMEWOOD FLOSSMOOR PARK DISTRICT,-127866,-539,2021,-128405
050490021,HOMEWOOD FLOSSMOOR PARK DISTRICT - ESCROW,-13434,-3,2021,-13437
050500000,INVERNESS PARK DISTRICT,-2763,0,2021,-2763
050520000,JUSTICE PARK DISTRICT,-5138,-285,2021,-5423
050520021,JUSTICE PARK DISTRICT ESCROW ACCOUNT,-1439,-79,2021,-1518
050530000,KENILWORTH PARK DISTRICT,-5696,0,2021,-5696
050540000,LA GRANGE PARK DISTRICT,-45511,-1774,2021,-47285
050550000,LAN OAK PARK DISTRICT,-85023,-299,2021,-85322
050560000,LEMONT PARK DISTRICT,-77929,-528,2021,-78457
050570000,LIGHTHOUSE PARK DISTRICT OF EVANSTON,-896,-17,2021,-913
050580000,MARKHAM PARK DISTRICT,-15675,-252,2021,-15927
050600000,MAYWOOD PARK DISTRICT,-12550,-351,2021,-12901
050610000,MC COOK PARK DISTRICT,-26351,-634,2021,-26985
050630000,MEMORIAL PARK DISTRICT,-144464,-606,2021,-145070
050640000,MIDLOTHIAN PARK DISTRICT,-45163,-726,2021,-45889
050660000,MORTON GROVE PARK DISTRICT,-35144,-582,2021,-35726
050670000,MT PROSPECT PARK DISTRICT,-204091,-2535,2021,-206626
050680000,NILES PARK DISTRICT,-124717,-2717,2021,-127434
050690000,NORRIDGE PARK DISTRICT,-25142,-126,2021,-25268
050700000,NORTH BERWYN PARK DIST,-9589,-89,2021,-9678
050710000,NORTHBROOK PARK DISTRICT,-215588,-9477,2021,-225065
050720000,NORTHFIELD PARK DISTRICT,-10549,-643,2021,-11192
050740000,OAK FOREST PARK DISTRICT,-60898,-1011,2021,-61909
050750000,OAK LAWN PARK DISTRICT,-129610,-9227,2021,-138837
050760000,OAK PARK PARK DISTRICT,-105830,-16903,2021,-122733
050770000,OLYMPIA FIELDS PARK DISTRICT,-30753,-317,2021,-31070
050770021,OLYMPIA FIELDS PARK DISTRICT 2018A&B ESCROW,-5017,-59,2021,-5076
050780000,PALATINE PARK DISTRICT,-223387,-4191,2021,-227578
050800000,PARK DISTRICT OF FRANKLIN PARK,-66452,-1635,2021,-68087
050810000,PARK RIDGE PARK DISTRICT,-84594,-4432,2021,-89026
050820000,PHOENIX PARK DISTRICT,-327,0,2021,-327
050830000,PLEASANTDALE PARK DISTRICT,-34036,-565,2021,-34601
050850000,POSEN PARK DISTRICT,-4932,-348,2021,-5280
050860000,PROSPECT HEIGHTS PARK DISTRICT,-17048,0,2021,-17048
050880000,RIDGEVILLE PARK DISTRICT,-12492,-283,2021,-12775
050890000,RIVER FOREST PARK DISTRICT,-17627,-774,2021,-18401
050900000,RIVER TRAILS PARK DISTRICT,-47319,-278,2021,-47597
050910000,RIVERDALE PARK DISTRICT,-15504,-323,2021,-15827
050910021,RIVERDALE PARK DISTRICT ESCROW ACCOUNT,-4837,-106,2021,-4943
050920000,ROBBINS PARK DISTRICT,-1832,0,2021,-1832
050920021,ROBBINS PARK DISTRICT ESCROW ACCOUNT,-3713,0,2021,-3713
050930000,ROLLING MEADOWS PARK DISTRICT,-109802,-1234,2021,-111036
050940000,ROSEMONT PARK DISTRICT,-32532,-1677,2021,-34209
050950000,SALT CREEK RURAL PARK DISTRICT,-81932,-6157,2021,-88089
050960000,SCHAUMBURG PARK DISTRICT,-654369,-6338,2021,-660707
050970000,SKOKIE PARK DISTRICT,-200315,-11395,2021,-211710
050980000,SOUTH BARRINGTON PARK DISTRICT,-12910,-2177,2021,-15087
051000000,STREAMWOOD PARK DISTRICT,-79705,0,2021,-79705
051010000,SUMMIT PARK DISTRICT,-16083,0,2021,-16083
051010022,SUMMIT PARK DISTRICT 2017,-9391,0,2021,-9391
051020000,TINLEY PARK PARK DISTRICT,-109152,-2353,2021,-111505
051030000,VETERANS PARK DISTRICT,-148112,-2965,2021,-151077
051050000,WESTCHESTER PARK DISTRICT,-22267,-63,2021,-22330
051070000,WESTERN SPRINGS PARK DISTRICT,-4757,-2262,2021,-7019
051080000,WHEELING PARK DISTRICT,-181610,0,2021,-181610
051090000,WILMETTE PARK DISTRICT,-58343,-6764,2021,-65107
051100000,WINNETKA PARK DISTRICT,-53877,-10531,2021,-64408
051200000,WORTH PARK DISTRICT,-18807,-505,2021,-19312
060010000,ACORN PUBLIC LIBRARY DISTRICT,-23552,-363,2021,-23915
060020000,ALSIP MERRIONETTE PARK PUB LIBRARY DIST,-145897,-5097,2021,-150994
060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,-67695,-5285,2021,-72980
060040000,BARTLETT PUBLIC LIBRARY DISTRICT,-14906,-618,2021,-15524
060050000,BEDFORD PARK PUBLIC LIBRARY DISTRICT,-92165,0,2021,-92165
060080000,BROADVIEW PUBLIC LIBRARY DISTRICT,-54910,-35,2021,-54945
060090000,CRESTWOOD PUBLIC LIB DIST,-47165,-114,2021,-47279
060100000,DIXMOOR PUBLIC LIBRARY DISTRICT,-3211,0,2021,-3211
060110000,DOLTON PUBLIC LIBRARY DISTRICT,-36421,-932,2021,-37353
060120000,EAST HAZELCREST PUBLIC LIBRARY DISTRICT,-5741,0,2021,-5741
060130000,EISENHOWER PUBLIC LIBRARY DISTRICT,-50719,-320,2021,-51039
060140000,FORD HEIGHTS PUBLIC LIBRARY DISTRICT,-408,0,2021,-408
060140021,FORD HEIGHTS PUBLIC LIBRARY DIST - IMRF ESCR,-56,0,2021,-56
060150000,FRANKFORT PUBLIC LIBRARY DISTRICT,-184,0,2021,-184
060160000,FRANKLIN PARK PUBLIC LIBRARY DISTRICT,-51050,-1333,2021,-52383
060170000,GAIL BORDEN PUBLIC LIBRARY DISTRICT,-41140,-613,2021,-41753
060180000,GLENWOOD LYNWOOD PUBLIC LIBRARY DISTRICT,-43507,-139,2021,-43646
060190000,GRANDE PRAIRIE PUBLIC LIB DIST,-28804,-90,2021,-28894
060200000,GREEN HILLS PUBLIC LIBRARY DISTRICT,-60244,-203,2021,-60447
060210000,HARVEY PUBLIC LIBRARY DISTRICT,-55081,-3606,2021,-58687
060210021,HARVEY PUBLIC LIBRARY BOND ESCROW ACCOUNT,0,-66,2021,-66
060210022,HARVEY PUBLIC LIBRARY BOND ESCROW 2017,-37739,-2194,2021,-39933
060220000,HODGKINS PUBLIC LIBRARY DISTRICT,-16072,-107,2021,-16179
060230000,HOMEWOOD PUBLIC LIBRARY DISTRICT,-100196,-130,2021,-100326
060237000,INDIAN PRAIRIE LIBRARY DISTRICT,-6178,0,2021,-6178
060240000,INDIAN TRAILS PUBLIC LIBRARY DISTRICT,-79859,0,2021,-79859
060250000,JUSTICE PUBLIC LIBRARY DISTRICT,-7339,-284,2021,-7623
060260000,KENILWORTH PUBLIC LIBRARY DISTRICT,-2847,0,2021,-2847
060270000,LA GRANGE PARK PUBLIC LIBRARY  DISTRICT,-21757,0,2021,-21757
060280000,LEMONT PUBLIC LIBRARY DIST,-28360,-200,2021,-28560
060280001,LEMONT PUBLIC LIBR BOND ANX PALOS PARK 2017,-166,0,2021,-166
060290000,LINCOLNWOOD PUBLIC LIBRARY DISTRICT,-47436,-1917,2021,-49353
060295000,MATTESON AREA PUBLIC LIBRARY DISTRICT,-49443,-3369,2021,-52812
060300000,MAYWOOD PUBLIC LIBRARY DIST,-31375,-879,2021,-32254
060310000,MC COOK PUBLIC LIBRARY DISTRICT,-27322,-666,2021,-27988
060320000,NANCY L MCCONATHY PUBLIC LIBRARY DIST,-5131,0,2021,-5131
060330000,NILES-MAINE DISTRICT LIBRARY,-160585,-3662,2021,-164247
060340000,NORTH RIVERSIDE PUBLIC LIBRARY DISTRICT,-17606,-1007,2021,-18613
060350000,NORTHLAKE PUBLIC LIBRARY DISTRICT,-69820,-130,2021,-69950
060360000,ORLAND HILLS PUBLIC LIBRARY DISTRICT,-6565,0,2021,-6565
060370000,PALATINE PUBLIC LIBRARY DISTRICT,-104733,-1794,2021,-106527
060380000,PHOENIX PUBLIC LIBRARY DISTRICT,-464,0,2021,-464
060390000,POPLAR CREEK PUBLIC LIBRARY DISTRICT,-110438,-2060,2021,-112498
060400000,POSEN PUBLIC LIBRARY DISTRICT,-2833,-200,2021,-3033
060410000,PRAIRIE TRAILS PUBLIC LIBRARY DISTRICT,-53332,-332,2021,-53664
060420000,PROSPECT HEIGHTS PUBLIC LIBRARY DISTRICT,-53828,-233,2021,-54061
060430000,RICHTON PARK PUBLIC LIBRARY DISTRICT,-23554,-1722,2021,-25276
060440000,RIVER GROVE PUB LIB DIST,-16132,-112,2021,-16244
060450000,RIVERDALE PUBLIC LIBRARY DISTRICT,-18105,-368,2021,-18473
060460000,ROSELLE PUBLIC LIBRARY,-1318,0,2021,-1318
060480000,SCHAUMBURG TWP DISTRICT PUBLIC LIBRARY,-398571,-3628,2021,-402199
060490000,STEGER SOUTH CHICAGO HTS PUB LIBRARY DIST,-9082,-101,2021,-9183
060500000,STICKNEY FOREST VIEW PUB LIBRARY DIST,-41036,0,2021,-41036
060510000,SUMMIT PUBLIC LIBRARY DISTRICT,-29531,0,2021,-29531
060520000,WILLIAM LEONARD PUBLIC LIBRARY DISTRICT,-12187,0,2021,-12187
060520090,WILLIAM LEONARD PUBLIC LIBRARY DISTRICT,-143,0,2021,-143
060530000,WILMETTE PUBLIC LIBRARY DISTRICT,-40281,-4609,2021,-44890
060540000,WINNETKA-NORTHFIELD PUBLIC LIBRARY DISTRICT,-37397,-6744,2021,-44141
060550000,WORTH PUBLIC LIBRARY DISTRICT,-18599,-558,2021,-19157
070010000,BARRINGTON COUNTRYSIDE FIRE PROT DIST,-54372,-5086,2021,-59458
070020000,BARTLETT FIRE PROTECTION DISTRICT,-30165,-1683,2021,-31848
070020080,BARTLETT FIRE PENSION ESCROW,-4955,-285,2021,-5240
070025000,BENSENVILLE FIRE PROTECTION DISTRICT #2,-6044,0,2021,-6044
070025080,BENSENVILLE FIRE PROT DIST #2 PENSION ESCROW,-1181,0,2021,-1181
070040000,CENTRAL STICKNEY FIRE PROTECTION DIST,-27992,0,2021,-27992
070090000,EAST DUNDEE & COUNTRYSIDE FIRE PROT DIST,-22804,0,2021,-22804
070090080,EAST DUNDEE & COUNTRYSIDE FIRE PENS ESCROW,-2697,0,2021,-2697
070100000,ELK GROVE RURAL FIRE PROTECTION DISTRICT,-42113,0,2021,-42113
070110000,FOREST RIVER FIRE PROTECTION DISTRICT,-402,0,2021,-402
070140000,GLENBROOK FIRE DISTRICT,-7091,-870,2021,-7961
070190000,HOFFMAN ESTATES FIRE PROTECTION DIST 1,-1053,0,2021,-1053
070210000,HOMETOWN FIRE PROTECTION DISTRICT,-1234,0,2021,-1234
070220000,LEMONT FIRE PROTECTION DISTRICT,-110204,-776,2021,-110980
070220080,LEMONT FIRE PENSION ESCROW,-19408,-138,2021,-19546
070230000,LEYDEN FIRE PROTECTION DISTRICT,-42841,-122,2021,-42963
070230021,LEYDEN FIRE PROTECTION DISTRICT BOND ESCROW,-1915,-12,2021,-1927
070230080,LEYDEN FIRE PENSION ESCROW,-19410,-77,2021,-19487
070240000,LONG GROVE FIRE PROTECTION DIST,-1530,0,2021,-1530
070240080,LONG GROVE FIRE PENSION ESCROW,-110,0,2021,-110
070250000,MILLER WOODS FIRE PROTECTION DISTRICT,-1920,0,2021,-1920
070290000,NORTH LAKE FIRE PROTECTION DISTRICT,-88649,-85,2021,-88734
070290080,NORTH LAKE FIRE PENSION ESCROW,-22192,-20,2021,-22212
070310000,NORTH MAINE FIRE PROTECTION DISTRICT,-50949,-153,2021,-51102
070310080,NORTH MAINE FIRE PENSION ESCROW,-25035,-71,2021,-25106
070320000,NORTH PALOS FIRE PROTECTION DISTRICT,-93516,-38,2021,-93554
070320080,NORTH PALOS FIRE PENSION ESCROW,-17546,-9,2021,-17555
070330000,NORTHBROOK RURAL FIRE PROTECTION DIST,-41390,-1919,2021,-43309
070340000,NORTHWEST HOMER FIRE PROTECTION DISTRICT,-2758,0,2021,-2758
070340080,NORTHWEST HOMER FIRE PENSION ESCROW,-384,0,2021,-384
070350000,NORWOOD PARK FIRE PROTECTION DISTRICT,-54528,-283,2021,-54811
070350080,NORWOOD PARK FIRE PENSION ESCROW,-16784,-110,2021,-16894
070380000,ORLAND FIRE PROTECTION DISTRICT,-580524,-16809,2021,-597333
070380080,ORLAND FIRE PENSION ESCROW,-100504,-2942,2021,-103446
070390000,PALATINE RURAL FIRE PROTECTION DISTRICT,-34425,-668,2021,-35093
070390080,PALATINE RURAL FIRE PENSION ESCROW,-6078,-129,2021,-6207
070400000,PALOS FIRE PROTECTION DISTRICT,-112755,-3642,2021,-116397
070400080,PALOS FIRE PENSION ESCROW,-22401,-737,2021,-23138
070410000,PALOS HEIGHTS FIRE PROTECTION DISTRICT,-47563,-4359,2021,-51922
070410080,PALOS HEIGHTS FIRE PENSION ESCROW,-6885,-710,2021,-7595
070440000,PLEASANT VIEW FIRE PROTECTION DISTRICT,-222078,-4917,2021,-226995
070440080,PLEASANT VIEW FIRE PENSION ESCROW,-30763,-706,2021,-31469
070450000,PROSPECT HEIGHTS FIRE PROTECTION DISTRICT,-25209,-370,2021,-25579
070450080,PROSPECT HEIGHTS FIRE PENSION ESCROW,-3684,-60,2021,-3744
070480000,ROBERTS PARK FIRE PROTECTION DISTRICT,-51398,-1555,2021,-52953
070480080,ROBERTS PARK FIRE PENSION ESCROW,-10781,-355,2021,-11136
070500000,ROSELLE FIRE PROTECTION DISTRICT,-1712,0,2021,-1712
070520000,SUNNYCREST FIRE PROTECTION DISTRICT,-966,0,2021,-966
070525000,TRI-STATE FIRE PROTECTION DISTRICT,-11153,-354,2021,-11507
070525080,TRI-STATE FIRE PROTECTION DISTRICT,-1976,-68,2021,-2044
070530000,YORKFIELD FIRE PROTECTION DISTRICT,-647,-40,2021,-687
080030000,CENTRAL STICKNEY SANITARY DISTRICT,-373,0,2021,-373
080070000,FOREST RIVER SANITARY DISTRICT,-97,0,2021,-97
080080000,FOX RIVER WATER RECLAMATION DISTRICT,-1800,-6,2021,-1806
080090000,GARDEN HOMES SANITARY DISTRICT,-240,0,2021,-240
080110000,GLENBROOK SANITARY DISTRICT,-2938,0,2021,-2938
080150000,KIMBERLY HEIGHTS SANITARY DISTRICT,-13,0,2021,-13
080160000,LA GRANGE HIGHLANDS SANITARY DISTRICT,-10425,-422,2021,-10847
080180000,METRO WATER RECLAMATION DIST OF GR CHGO,-10768164,-499131,2021,-11267295
080190000,MISSION BROOK SANITARY DISTRICT,-1817,-476,2021,-2293
080200000,NORTHFIELD WOODS SANITARY DISTRICT,-9068,-140,2021,-9208
080220000,OAK MEADOW SANITARY DISTRICT,-1672,0,2021,-1672
080230000,OLD TOWN SANITARY DISTRICT,-17,0,2021,-17
080260000,PLUM GROVE ESTATES SANITARY DISTRICT,-152,0,2021,-152
080270000,PLUM GROVE WOODLANDS SANITARY DISTRICT,-1441,0,2021,-1441
080320000,SOUTH LYONS TOWNSHIP SANITARY DISTRICT,-15793,-736,2021,-16529
080330000,SOUTH PALOS TOWNSHIP SANITARY DISTRICT,-604,-282,2021,-886
080340000,SOUTH STICKNEY SANITARY DISTRICT,-5841,-24,2021,-5865
080390000,WOODLEY ROAD SANITARY DISTRICT,-309,0,2021,-309
090010000,DES PLAINES VALLEY MOSQ ABATEMENT DIST,-29461,-1245,2021,-30706
090020000,NORTH SHORE MOSQUITO ABATEMENT DISTRICT,-21937,-1359,2021,-23296
090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,-47692,-1733,2021,-49425
090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,-75593,-2360,2021,-77953
100010000,FOREST RIVER STREET LIGHTING DST,-53,0,2021,-53
100020000,NORWOOD PARK STREET LIGHTING,-489,0,2021,-489
110020000,NORTHWEST HOME EQUITY ASSURANCE,-137,-24,2021,-161
110030000,SOUTHWEST HOME EQUITY ASSURANCE,-302,-211,2021,-513
110040000,SOUTHWEST HOME EQUITY ASSURANCE 1,-11,0,2021,-11
130030000,UNION DRAINAGE DISTRICT NO. 1,-780,-5,2021,-785
130040000,ADDISON CREEK RIVER CONSERVANCY DISTRICT,-4195,-4,2021,-4199
140030000,LOGAN AVONDALE HERMOSA EXP MENT HEALTH SERV,-2169,-624,2021,-2793
140050000,NORTH RIVER EXPANDED MENTAL HEALTH SERV DIST,-6195,-277,2021,-6472
140100000,WEST SIDE EXPANDED MENTAL HEALTH SERV DIST,-14422,-195,2021,-14617
990020000,SUBURBAN T B SANITARIUM,0,-44,2021,-44
010010000,COUNTY OF COOK,-5409447,-190391,2022,-5599838
010010001,CONSOLIDATED ELECTIONS,-183411,-10592,2022,-194003
010010026,COUNTY OF COOK 96 CAPITAL IMP. BOND ESCROW,0,-100,2022,-100
010010027,COUNTY OF COOK 96 REFUNDING BOND ESCROW,0,-19,2022,-19
010010034,COUNTY OF COOK 2002D BOND ESCROW ACCOUNT,0,-35,2022,-35
010010036,COUNTY OF COOK 2003B BOND ESCROW ACCOUNT,0,-37,2022,-37
