agency_number,agency_name,refunded_sp_ptab,refunded_coe,year,total_refunds,home_rule_ind,agg_ext_base_year,lim_numerator,lim_denominator,lim_rate,prior_eav,curr_new_prop,cty_cook_eav,cty_total_eav,pct_burden,total_levy,total_max_levy,total_prelim_rate,total_reduced_levy,total_final_levy,total_final_rate,reduction_type,reduction_pct,total_non_cap_ext,total_ext,pct_inCook,refund_levyshare
030210109,CITY OF CHICAGO SPECIAL SERVICE AREA NO. 10,-9585,0,2022,-9585,1,NA,NA,NA,NA,59807111,0,38047318,38047318,1,496725,496725,1.306,NA,496725,1.306,NA,NA,NA,496897.97,1,0.019
030210110,CITY OF CHICAGO SPECIAL SERVICE AREA NO.11,0,0,2022,0,1,NA,NA,NA,NA,10645085,0,10759085,10759085,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
030210111,CITY OF CHICAGO SPECIAL SERVICE AREA 12,0,0,2022,0,1,NA,NA,NA,NA,NA,251857747,NA,NA,1,0,0,0,NA,0,0,NA,NA,NA,0,NA,NA
030210112,CITY OF CHICAGO SPECIAL SERVICE AREA 13,-66705,-241,2022,-66946,1,NA,NA,NA,NA,219022426,3881793,208944826,208944826,1,1135243,1135243,0.544,NA,1135243,0.544,NA,NA,NA,1136659.85,1,0.059
030210113,CITY OF CHICAGO SPECIAL SERVICE AREA 14,-1426,0,2022,-1426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210115,CITY OF CHICAGO SPECIAL SERVICE AREA 16,-7292,0,2022,-7292,1,NA,NA,NA,NA,148675494,0,171886462,171886462,1,784455,784455,0.457,NA,784455,0.457,NA,NA,NA,785521.13,1,0.009
030210116,CITY OF CHICAGO SPECIAL SERVICE AREA 17,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210117,CITY OF CHICAGO SPECIAL SERVICE AREA 18,-9066,-662,2022,-9728,1,NA,NA,NA,NA,92198359,0,92198359,92198359,1,497509,497509,0.54,NA,497509,0.54,NA,NA,NA,497871.14,1,0.02
030210118,CITY OF CHICAGO SPECIAL SERVICE AREA 19,-12525,0,2022,-12525,1,NA,NA,NA,NA,59298706,0,58523912,58523912,1,399486,399486,0.683,NA,399486,0.683,NA,NA,NA,399718.32,1,0.031
030210119,CITY OF CHICAGO SPECIAL SERVICE AREA 20,-7602,0,2022,-7602,1,NA,NA,NA,NA,43079786,0,43075848,43075848,1,274967,274967,0.639,NA,274967,0.639,NA,NA,NA,275254.67,1,0.028
030210120,CITY OF CHICAGO SPECIAL SERVICES AREA #21,-1119,0,2022,-1119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210121,CITY OF CHICAGO SPECIAL SERVICE AREA #22,-9254,0,2022,-9254,1,NA,NA,NA,NA,51983313,0,51406823,51406823,1,240105,240105,0.468,NA,240105,0.468,NA,NA,NA,240583.93,1,0.039
030210122,CITY OF CHICAGO SPECIAL SERVICE AREA #23,-9963,-504,2022,-10467,1,NA,NA,NA,NA,220598760,0,213599004,213599004,1,491665,491665,0.231,NA,491665,0.231,NA,NA,NA,493413.7,1,0.021
030210123,CITY OF CHICAGO SPECIAL SERVICE AREA #24,-7123,-440,2022,-7563,1,NA,NA,NA,NA,70181450,3232054,71072114,71072114,1,388822,388822,0.548,NA,388822,0.548,NA,NA,NA,389475.18,1,0.019
030210124,CITY OF CHICAGO SPECIAL SERVICE AREA #25,-12225,0,2022,-12225,1,NA,NA,NA,NA,113043795,0,111780595,111780595,1,360578,360578,0.323,NA,360578,0.323,NA,NA,NA,361051.32,1,0.034
030210125,CITY OF CHICAGO SPECIAL SERVICE AREA #26,-10876,0,2022,-10876,1,NA,NA,NA,NA,110021322,0,110021314,110021314,1,478425,478425,0.435,NA,478425,0.435,NA,NA,NA,478592.72,1,0.023
030210126,CITY OF CHICAGO SPECIAL SERVICE AREA #27,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210127,CITY OF CHICAGO SPECIAL SERVICE AREA 28,-361,0,2022,-361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210128,CITY OF CHICAGO SPECIAL SERVICE AREA 29,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210130,CITY OF CHICAGO SPECIAL SERVICE AREA 31,-37765,-6632,2022,-44397,1,NA,NA,NA,NA,238885546,1560238,236221477,236221477,1,560786,560786,0.238,NA,560786,0.238,NA,NA,NA,562207.12,1,0.079
030210131,CITY OF CHICAGO SPECIAL SERVICE AREA #32,-24556,0,2022,-24556,1,NA,NA,NA,NA,26598073,0,26598073,26598073,1,438428,438428,1.649,NA,438428,1.649,NA,NA,NA,438602.22,1,0.056
030210132,CITY OF CHICAGO SPECIAL SERVICE AREA #33,-14961,-1682,2022,-16643,1,NA,NA,NA,NA,694326841,10086385,687734200,687734200,1,1356579,1356579,0.198,NA,1356579,0.198,NA,NA,NA,1361713.72,1,0.012
030210133,CITY OF CHICAGO SPECIAL SERVICE AREA #34,-30231,-672,2022,-30903,1,NA,NA,NA,NA,288901053,0,285632437,285632437,1,714058,714058,0.25,NA,714058,0.25,NA,NA,NA,714081.09,1,0.043
030210134,CITY OF CHICAGO SPECIAL SERVICE AREA #35,-209,0,2022,-209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210136,CITY OF CHICAGO SPECIAL SERVICE AREA #37,0,0,2022,0,1,NA,NA,NA,NA,111019914,0,109127174,109127174,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
030210137,CITY OF CHICAGO SPECIAL SERVICE AREA #38,-15651,-1365,2022,-17016,1,NA,NA,NA,NA,132846084,0,130093839,130093839,1,278994,278994,0.215,NA,278994,0.215,NA,NA,NA,279701.75,1,0.061
030210138,CITY OF CHICAGO SPECIAL SERVICE AREA 39,-20915,0,2022,-20915,1,NA,NA,NA,NA,83366384,432006,78610353,78610353,1,878600,878600,1.118,NA,878600,1.118,NA,NA,NA,878863.75,1,0.024
030210139,CITY OF CHICAGO SPECIAL SERVICE AREA 40,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210140,CITY OF CHICAGO SPECIAL SERVICE AREA 41,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210141,CITY OF CHICAGO SPECIAL SERVICE AREA 42,-25304,0,2022,-25304,1,NA,NA,NA,NA,38116003,0,37841344,37841344,1,695159,695159,1.837,NA,695159,1.837,NA,NA,NA,695145.49,1,0.036
030210142,CITY OF CHICAGO SPECIAL SERVICE AREA 43,-13669,0,2022,-13669,1,NA,NA,NA,NA,46567608,0,46562884,46562884,1,544268,544268,1.169,NA,544268,1.169,NA,NA,NA,544320.11,1,0.025
030210143,CITY OF CHICAGO SPECIAL SERVICE AREA 44,-849,0,2022,-849,1,NA,NA,NA,NA,3008102,0,3008102,3008102,1,42255,42255,1.405,NA,42255,1.405,NA,NA,NA,42263.83,1,0.02
030210144,CITY OF CHICAGO SPECIAL SERVICE AREA 45,-63515,0,2022,-63515,1,NA,NA,NA,NA,54091349,0,54233476,54233476,1,840219,840219,1.55,NA,840219,1.55,NA,NA,NA,840618.88,1,0.076
030210145,CITY OF CHICAGO SPECIAL SERVICE AREA #46,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210146,CITY OF CHICAGO SPECIAL SERVICE AREA 47,-12200,-705,2022,-12905,1,NA,NA,NA,NA,35689707,0,34518421,34518421,1,357489,357489,1.036,NA,357489,1.036,NA,NA,NA,357610.84,1,0.036
030210147,CITY OF CHICAGO SPECIAL SERVICE AREA #48,-14222,0,2022,-14222,1,NA,NA,NA,NA,303541232,10152715,318805531,318805531,1,553558,553558,0.174,NA,553558,0.174,NA,NA,NA,554721.62,1,0.026
030210148,CITY OF CHICAGO SPEC SERV AREA #49,-23470,-1563,2022,-25033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210149,CITY OF CHICAGO SPEC SERV AREA #50,-19021,-424,2022,-19445,1,NA,NA,NA,NA,61109751,0,61418368,61418368,1,732930,732930,1.194,NA,732930,1.194,NA,NA,NA,733335.31,1,0.027
030210150,CITY OF CHICAGO SPEC SERV AREA #51,-41354,-1870,2022,-43224,1,NA,NA,NA,NA,67869646,0,67174340,67174340,1,1082635,1082635,1.612,NA,1082635,1.612,NA,NA,NA,1082850.36,1,0.04
030210151,CITY OF CHICAGO SPECIAL SERVICE AREA 52,-9430,0,2022,-9430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210153,CITY OF CHICAGO SPECIAL SERVICE AREA 54,-1596,0,2022,-1596,1,NA,NA,NA,NA,33393641,0,33319513,33319513,1,162513,162513,0.488,NA,162513,0.488,NA,NA,NA,162599.22,1,0.01
030210154,CITY OF CHICAGO SPECIAL SERVICE AREA 8-2011,-28953,0,2022,-28953,1,NA,NA,NA,NA,232102729,0,231590328,231590328,1,951234,949520,0.41,NA,949520,0.41,NA,NA,NA,949520.34,1,0.03
030210155,CITY OF CHICAGO SPECIAL SERVICE AREA 17-2011,-18047,-336,2022,-18383,1,NA,NA,NA,NA,302868120,0,302868120,302868120,1,757170,757170,0.25,NA,757170,0.25,NA,NA,NA,757170.3,1,0.024
030210156,CITY OF CHICAGO SPECIAL SERVICE AREA 27-2011,-14651,-444,2022,-15095,1,NA,NA,NA,NA,488380369,3187370,475714622,475714622,1,934779,934779,0.197,NA,934779,0.197,NA,NA,NA,937157.81,1,0.016
030210157,CITY OF CHICAGO SPEC SERV AREA #55,-1683,0,2022,-1683,1,NA,NA,NA,NA,11273289,0,11264163,11264163,1,45444,45444,0.404,NA,45444,0.404,NA,NA,NA,45507.22,1,0.037
030210158,CITY OF CHICAGO SPEC SERV AREA #56,-1448,0,2022,-1448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210161,CITY OF CHICAGO SPEC SERV AREA #59,-5626,0,2022,-5626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210162,CITY OF CHICAGO SPEC SERV AREA #60,-7536,0,2022,-7536,1,NA,NA,NA,NA,182131722,450440,177410156,177410156,1,630467,630467,0.356,NA,630467,0.356,NA,NA,NA,631580.16,1,0.012
030210163,CITY OF CHICAGO SPEC SERV AREA #61,-11685,-8,2022,-11693,1,NA,NA,NA,NA,51138347,0,50333834,50333834,1,296203,296203,0.589,NA,296203,0.589,NA,NA,NA,296466.28,1,0.039
030210164,CITY OF CHICAGO SPEC SERV AREA #62,-1261,0,2022,-1261,1,NA,NA,NA,NA,18940352,0,20209865,20209865,1,75172,75172,0.372,NA,75172,0.372,NA,NA,NA,75180.7,1,0.017
030210165,CITY OF CHICAGO SPEC SERV AREA #63,-2243,0,2022,-2243,1,NA,NA,NA,NA,9665055,0,9665055,9665055,1,140765,140765,1.457,NA,140765,1.457,NA,NA,NA,140819.85,1,0.016
030210166,CITY OF CHICAGO SPEC SERV AREA #64,-96,0,2022,-96,1,NA,NA,NA,NA,1719657,0,1719657,1719657,1,15490,15490,0.901,NA,15490,0.901,NA,NA,NA,15494.11,1,0.006
030210167,CITY OF CHICAGO SPECIAL SERVICE AREA 28-2014,-4129,0,2022,-4129,1,NA,NA,NA,NA,62125735,0,58911071,58911071,1,263867,263867,0.448,NA,263867,0.448,NA,NA,NA,263921.6,1,0.016
030210168,CITY OF CHICAGO SPECIAL SERVICE AREA 29-2014,-6777,-1746,2022,-8523,1,NA,NA,NA,NA,265875859,6811248,264445892,264445892,1,764600,764600,0.29,NA,764600,0.29,NA,NA,NA,766893.09,1,0.011
030210169,CITY OF CHICAGO SPECIAL SERVICE AREA 69,-22976,-1365,2022,-24341,1,NA,NA,NA,NA,37135376,247506,37085265,37085265,1,457789,457789,1.235,NA,457789,1.235,NA,NA,NA,458003.02,1,0.053
030210171,CITY OF CHICAGO SPEC SERV AREA 1-2015,-25618,0,2022,-25618,1,NA,NA,NA,NA,1121982096,0,1084786740,1084786740,1,3203682,3203682,0.295,NA,3203682,0.296,NA,NA,NA,3210968.75,1,0.008
030210172,CITY OF CHICAGO SPEC SERV AREA 35-2015,-2560,0,2022,-2560,1,NA,NA,NA,NA,167145336,493638,167764361,167764361,1,434838,434838,0.259,NA,434838,0.26,NA,NA,NA,436187.34,1,0.006
030210173,CITY OF CHICAGO SPECIAL SERVICE AREA 21-2016,-6584,0,2022,-6584,1,NA,NA,NA,NA,101890903,0,102232631,102232631,1,312747,312747,0.306,NA,312747,0.306,NA,NA,NA,312831.85,1,0.021
030210174,CITY OF CHICAGO SPECIAL SERVICE AREA 71,-17218,-963,2022,-18181,1,NA,NA,NA,NA,30239696,0,29817846,29817846,1,513057,513057,1.721,NA,513057,1.721,NA,NA,NA,513165.13,1,0.035
030210175,CITY OF CHICAGO SPECIAL SERVICE AREA 72,-3293,0,2022,-3293,1,NA,NA,NA,NA,12572570,0,12572570,12572570,1,147878,147878,1.177,NA,147878,1.177,NA,NA,NA,147979.15,1,0.022
030210176,CITY OF CHICAGO SPECIAL SERVICE AREA 73,-5212,0,2022,-5212,1,NA,NA,NA,NA,60963374,1592372,62554251,62554251,1,54500,54500,0.088,NA,54500,0.088,NA,NA,NA,55047.74,1,0.096
030210178,CITY OF CHICAGO SPECIAL SERVICE AREA 75,0,0,2022,0,1,NA,NA,NA,NA,104745847,0,104865921,104865921,1,403200,403200,0.385,NA,403200,0.385,NA,NA,NA,403733.8,1,0
030210500,TIF CITY OF CHICAGO-111TH ST/KEDZIE AVE,-21705,0,2022,-21705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210501,TIF CITY OF CHICAGO-126TH ST/TORRENCE AVE,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210502,TIF CITY OF CHICAGO-24TH ST/MICHIGAN AVE,-101301,0,2022,-101301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210503,TIF CITY OF CHICAGO-26TH ST/KOSTNER AVE,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210504,TIF CITY OF CHICAGO-35TH ST/HALSTED ST,-186378,0,2022,-186378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210505,TIF CITY OF CHICAGO-35TH ST/WALLACE AVE,-5066,0,2022,-5066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210506,TIF CITY OF CHICAGO-41ST ST/KING DR,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210507,TIF CITY OF CHICAGO-43RD ST/COTTAGE GROVE,-48592,-9505,2022,-58097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210508,TIF CITY OF CHICAGO-43RD ST/DAMEN AVE,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210509,TIF CITY OF CHICAGO-49TH ST/ST LAWRENCE AVE,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210510,TIF CITY OF CHICAGO-51ST ST/ARCHER AVE,-19494,0,2022,-19494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210511,TIF CITY OF CHICAGO-53RD ST,-189277,-454,2022,-189731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210512,TIF CITY OF CHICAGO-60TH ST/WESTERN AVE,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210513,TIF CITY OF CHICAGO-63RD ST/PULASKI AVE,-80533,0,2022,-80533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210514,TIF CITY OF CHICAGO-71ST ST/STONY ISLAND AVE,-99992,-16295,2022,-116287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210515,TIF CITY OF CHICAGO-72ND ST/CICERO AVE,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210516,TIF CITY OF CHICAGO-73RD ST/KEDZIE AVE,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210517,TIF CITY OF CHICAGO-79TH ST CORRIDOR,-54937,0,2022,-54937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210518,TIF CITY OF CHICAGO-89TH ST/STATE ST,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210519,TIF CITY OF CHICAGO-95TH ST/STONEY ISLAND,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210520,TIF CITY OF CHICAGO-95TH ST/STONY ISLAND,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210521,TIF CITY OF CHICAGO-95TH ST/WESTERN AVE,-16935,0,2022,-16935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210522,TIF CITY OF CHICAGO-ADDISON CORRIDOR NORTH,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210523,TIF CITY OF CHICAGO-ADDISON/KIMBALL,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210524,TIF CITY OF CHICAGO-ARCHER COURTS,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210525,TIF CITY OF CHICAGO-ARCHER/CENTRAL,-23455,0,2022,-23455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210526,TIF CITY OF CHICAGO-BELMONT/CENTRAL,-224354,0,2022,-224354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210527,TIF CITY OF CHICAGO-BELMONT/CICERO,-10221,0,2022,-10221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210528,TIF CITY OF CHICAGO-BLOOMINGDALE/LARAMIE,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210529,TIF CITY OF CHICAGO-BRONZEVILLE,-71901,0,2022,-71901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210530,TIF CITY OF CHICAGO-BRYN MAWR/BROADWAY,-12082,0,2022,-12082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210531,TIF CITY OF CHICAGO-CALUMET AV/CERMAK RD,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210532,TIF CITY OF CHICAGO-CANAL ST/CONGRESS AVE,-13822,0,2022,-13822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210533,TIF CITY OF CHICAGO-CENTRAL LOOP,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210534,TIF CITY OF CHICAGO-CENTRAL WEST,-24706,-23979,2022,-48685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210535,TIF CITY OF CHICAGO-CHATHAM RIDGE,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210536,TIF CITY OF CHICAGO-CHICAGO/KINGSBURY,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210537,TIF CITY OF CHICAGO-CHINATOWN,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210538,TIF CITY OF CHICAGO-CICERO AVE/ARCHER AVE,-40419,0,2022,-40419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210539,TIF CITY OF CHICAGO-CLARK/MONTROSE,-11074,-15109,2022,-26183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210540,TIF CITY OF CHICAGO-CLARK/RIDGE,-28845,-13027,2022,-41872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210541,TIF CITY OF CHICAGO-DEVON/WESTERN AVE,-107737,0,2022,-107737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210542,TIF CITY OF CHICAGO-DIVISION/HOOKER,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210543,TIF CITY OF CHICAGO-DIVISION/HOMAN,-29709,0,2022,-29709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210544,TIF CITY OF CHICAGO-DIVISION/NORTH BRANCH,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210545,TIF CITY OF CHICAGO-EASTMAN/NORTH BRANCH,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210546,TIF CITY OF CHICAGO-EDGEWATER,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210547,TIF CITY OF CHICAGO-ENGLEWOOD MALL,-164378,0,2022,-164378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210548,TIF CITY OF CHICAGO-ENGLEWOOD NEIGHBORHOOD,-23042,-1046,2022,-24088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210549,TIF CITY OF CHICAGO-FULLERTON/MILWAUKEE,-144468,-20751,2022,-165219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210550,TIF CITY OF CHICAGO-FULLERTON/NORMANDY,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210551,TIF CITY OF CHICAGO-GALEWOOD/ARMITAGE,-241438,-14316,2022,-255754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210552,TIF CITY OF CHICAGO-GOOSE ISLAND,-269762,-107990,2022,-377752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210553,TIF CITY OF CHICAGO-GREATER SW WEST,-31372,0,2022,-31372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210554,TIF CITY OF CHICAGO-HOMAN AVE/ARTHINGTON ST,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210555,TIF CITY OF CHICAGO-HOMAN AV/GRAND TRUNK,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210556,TIF CITY OF CHICAGO-HOWARD ST/PAULINA AVE,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210557,TIF CITY OF CHICAGO-HUMBOLDT PARK COMMERCIAL,-26518,0,2022,-26518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210558,TIF CITY OF CHICAGO-IRVING PARK/CICERO,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210559,TIF CITY OF CHICAGO-JEFFERSON PARK,-51842,0,2022,-51842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030210560,TIF CITY OF CHICAGO-JEFFERSON/ROOSEVELT,-87956,0,2022,-87956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
